term,b0,b1,b1prior,count,party,political,demPolitical,repPolitical,interPartyPolitical,nWords,totCount,demCount,repCount,totCandN,demIncN,repIncN,demCandN,repCandN,maxCandN,secondCandN,maxGap,maxGap2ndRatio,maxToTotalMinusMaxRatio,outlierCapped,maxDemCandN,secondDemCandN,maxDemGap,maxDemGap2ndRatio,maxDemToTotalMinusMaxRatio,outlierCappedDem,maxRepCandN,secondRepCandN,maxRepGap,maxRepToTotalMinusMaxRatio,maxRepGap2ndRatio,outlierCappedRep,bParty,tParty,bDemRCCount,tDemRCCount,bRepRCCount,tRepRCCount,numChar
secondamendment,-1.6,1.61,0,2120,R,1,1,1,1,1,2456,300,2120,638,45,123,167,455,49,43,6,0.14,0.02,0,21,9,12,1.333,0.075,0,49,43,6,0.024,0.14,0,2.36,7.43,1.5,3.68,1.531,10.16,15
heart,1.17,-0.33,0,2529,R,1,1,1,1,1,8960,6242,2529,1327,264,188,740,551,65,64,1,0.016,0.007,0,65,64,1,0.016,0.011,0,37,36,1,0.015,0.028,0,-3.13,-5,-0.19,-3.4,-0.319,-3.12,5
children,2.11,-0.25,0,6978,R,1,1,1,1,1,21567,14243,6978,1463,271,224,786,637,216,172,44,0.256,0.01,1,216,172,44,0.256,0.015,1,109,92,17,0.016,0.185,0,-8.61,-5.36,-0.23,-6.78,-0.248,-4,8
unfortunately,-0.22,0.57,0,1371,R,1,0,1,1,1,3385,1895,1371,973,219,176,550,394,67,29,38,1.31,0.02,1,25,22,3,0.136,0.013,0,67,29,38,0.051,1.31,1,0.99,3.84,0.2,1.8,0.525,4.02,13
workplace,-0.26,-1.22,0,185,R,1,1,1,1,1,1689,1488,185,544,221,61,430,105,28,27,1,0.037,0.017,0,28,27,1,0.037,0.019,0,7,6,1,0.039,0.167,0,-2.28,-7.86,-0.54,-5.61,-1.312,-3.95,9
workers,2.54,-0.63,0,4666,R,1,1,1,1,1,22474,17515,4666,1340,270,218,768,538,235,214,21,0.098,0.011,1,235,214,21,0.098,0.014,1,129,120,9,0.028,0.075,0,-15.55,-6.47,-0.64,-21.5,-0.593,-9.92,7
indigenous,0.21,-3.22,0,89,R,1,1,1,1,1,936,832,89,307,109,14,259,42,60,24,36,1.5,0.068,1,60,24,36,1.5,0.078,1,16,11,5,0.219,0.455,0,-0.57,-3.41,-1.6,-8.89,-2.848,-5.37,10
run,0.51,0.67,0,5598,R,1,0,1,1,1,13899,7677,5598,1474,256,198,784,642,81,76,5,0.066,0.006,0,81,76,5,0.066,0.011,0,67,64,3,0.012,0.047,0,3.09,6.38,0.03,0.35,0.587,7.1,3
deal,0.97,0.48,0,3560,R,1,1,1,1,1,8520,4485,3560,1247,255,210,666,542,55,54,1,0.019,0.006,0,54,45,9,0.2,0.012,0,55,50,5,0.016,0.1,0,3.18,4.75,0.22,3.37,0.431,5.8,4
regulations,-0.11,0.75,0,1439,R,1,0,1,1,1,2486,993,1439,783,173,171,385,380,28,28,0,0,0.011,0,24,20,4,0.2,0.025,0,28,28,0,0.02,0,0,2.79,7.92,0.04,0.32,0.686,6.13,11
theyve,-0.5,0.74,0,913,R,1,0,1,1,1,2210,1272,913,649,188,143,379,262,22,22,0,0,0.01,0,22,17,5,0.294,0.018,0,22,20,2,0.025,0.1,0,1.41,5.51,0.05,0.4,0.645,4.93,6
capitol,0.71,0.48,0,2014,R,1,1,1,1,1,4361,2318,2014,877,253,206,472,391,91,70,21,0.3,0.021,1,91,47,44,0.936,0.041,1,70,40,30,0.036,0.75,1,2.2,3.93,0.29,3.79,0.443,5.02,7
latest,1.14,0.32,0,3431,R,1,0,1,1,1,7240,3484,3431,1081,263,200,581,467,126,90,36,0.4,0.018,1,90,66,24,0.364,0.027,1,126,85,41,0.038,0.482,1,3.6,4.63,0.12,1.79,0.287,3.85,6
business,1.43,0.32,0,5912,R,1,1,1,1,1,11464,5195,5912,1394,265,219,710,641,115,108,7,0.065,0.01,0,50,43,7,0.163,0.01,0,115,108,7,0.02,0.065,0,6.06,7.77,0.53,8.41,0.284,4.39,8
partisan,0.67,0.84,0,2973,R,1,0,1,1,1,5507,2316,2973,997,222,206,498,466,107,85,22,0.259,0.02,1,107,85,22,0.259,0.048,1,68,66,2,0.023,0.03,0,7.24,9.02,0.19,2.28,0.767,10.54,8
snap,-0.72,-1.38,0,118,R,1,1,1,1,1,2096,1966,118,483,214,38,393,82,136,41,95,2.317,0.069,1,136,41,95,2.317,0.074,1,7,5,2,0.063,0.4,0,-4.01,-8.37,-0.55,-6.66,-1.368,-3.13,4
pain,0.45,-0.85,0,730,R,1,1,1,1,1,3437,2621,730,837,229,120,524,283,217,95,122,1.284,0.067,1,217,95,122,1.284,0.09,1,30,25,5,0.043,0.2,0,-1.63,-4.5,-0.33,-3.62,-0.746,-4.07,4
wife,0.17,0.45,0,2695,R,1,1,1,1,1,4880,1985,2695,1086,220,189,548,509,460,42,418,9.952,0.104,1,36,27,9,0.333,0.018,0,460,42,418,0.206,9.952,1,1.62,4.35,0.5,4.47,0.408,3.46,4
barriers,0.43,-0.67,0,491,R,1,1,1,1,1,2195,1681,491,661,228,138,440,207,30,27,3,0.111,0.014,0,30,27,3,0.111,0.018,0,17,16,1,0.036,0.062,0,-1.43,-4.76,-0.35,-3.78,-0.649,-3.68,8
shutdown,-1.35,0.9,0,846,R,1,0,1,1,1,1304,418,846,514,99,103,223,275,59,41,18,0.439,0.047,0,12,10,2,0.2,0.03,0,59,41,18,0.075,0.439,0,0.9,4.53,0.62,2.93,0.836,4.3,8
awesome,-0.72,0.81,0,2077,R,1,0,1,1,1,4955,2626,2077,878,115,100,476,371,115,72,43,0.597,0.024,1,72,67,5,0.075,0.028,0,115,46,69,0.059,1.5,1,1.56,3.71,0,0,0.689,4.93,7
environmental,1.05,-1.08,0,623,R,1,1,1,1,1,3235,2578,623,757,235,119,523,219,51,40,11,0.275,0.016,0,51,40,11,0.275,0.02,0,27,22,5,0.045,0.227,0,-2.07,-3.75,-0.45,-5.77,-0.978,-6.41,13
prove,-1.31,1.11,0,1092,R,1,0,1,1,1,2445,1239,1092,832,173,126,456,348,23,23,0,0,0.009,0,18,16,2,0.125,0.015,0,23,20,3,0.022,0.15,0,0.99,4.89,0.06,0.45,0.947,5.92,5
dc,1.25,0.58,0,5920,R,1,1,1,1,1,12070,5878,5920,1352,265,217,697,617,113,91,22,0.242,0.009,1,54,50,4,0.08,0.009,0,113,91,22,0.019,0.242,1,4.78,5.87,0.45,7.88,0.534,8.46,2
swamp,-5.15,3.96,0,1166,R,1,1,1,1,1,1596,359,1166,440,55,59,148,273,62,46,16,0.348,0.04,0,26,19,7,0.368,0.078,0,62,46,16,0.056,0.348,0,1.31,3.65,0.83,3.27,3.264,15.56,5
hash_2,-3.42,1.73,0,252,R,1,0,1,1,2,764,495,252,272,42,48,139,123,256,18,238,13.222,0.504,1,256,18,238,13.222,1.071,1,16,14,2,0.068,0.143,0,0.34,3.13,0.74,2.05,1.449,4.47,6
pray,-0.08,0.59,0,2111,R,1,0,1,1,1,3355,1181,2111,936,171,169,415,499,45,44,1,0.023,0.014,0,29,23,6,0.261,0.025,0,45,44,1,0.022,0.023,0,1.91,6.58,0.19,1.34,0.542,4.39,4
burn,-3,1.69,0,680,R,1,0,1,1,1,1178,433,680,503,78,69,235,244,29,21,8,0.381,0.025,0,8,8,0,0,0.019,0,29,21,8,0.045,0.381,0,0.4,3.79,0.66,2.47,1.454,5.33,4
antibodies,-5.31,3.38,0,209,R,1,0,1,1,1,331,99,209,138,27,37,58,69,40,23,17,0.739,0.137,0,7,5,2,0.4,0.076,0,40,23,17,0.237,0.739,0,0.59,3.04,0.44,0.99,2.777,8.67,10
intel,-1.26,0.88,0,570,R,1,0,1,1,1,1199,496,570,348,88,81,167,163,55,29,26,0.897,0.048,1,26,23,3,0.13,0.055,0,55,23,32,0.107,1.391,1,1.12,4.7,0.24,1.16,0.736,4.25,5
transparent,-0.8,0.72,0,631,R,1,0,1,1,1,1513,854,631,675,186,144,379,277,39,14,25,1.786,0.026,1,39,14,25,1.786,0.048,1,14,12,2,0.023,0.167,0,0.79,4.04,0.35,2.51,0.652,4.09,11
patriots,-1.22,1.11,0,2805,R,1,0,1,1,1,3445,600,2805,704,125,130,245,443,152,102,50,0.49,0.046,1,36,23,13,0.565,0.064,0,152,102,50,0.057,0.49,1,1.37,5.24,0.16,0.88,0.997,6.33,8
material,-3.39,1.85,0,288,R,1,0,1,1,1,705,355,288,358,67,58,190,146,13,10,3,0.3,0.019,0,13,10,3,0.3,0.038,0,9,8,1,0.032,0.125,0,0.35,3.89,0.02,0.07,1.518,5.16,8
tours,-1.71,0.94,0,265,R,1,1,1,1,1,517,246,265,279,87,89,144,130,20,14,6,0.429,0.04,0,14,8,6,0.75,0.06,0,20,9,11,0.082,1.222,0,0.57,3.69,1.27,5.24,0.89,3.85,5
hunger,0.26,-1.55,0,240,R,1,1,1,1,1,1363,1101,240,446,175,56,323,114,86,69,17,0.246,0.067,0,86,69,17,0.246,0.085,0,38,13,25,0.188,1.923,1,-1.67,-3.06,-0.89,-7.98,-1.525,-5.33,6
advocates,0.72,-1.19,0,504,R,1,1,1,1,1,2322,1786,504,715,227,118,460,241,39,26,13,0.5,0.017,0,39,26,13,0.5,0.022,0,11,11,0,0.022,0,0,-1.67,-5.6,-0.33,-3.63,-1.15,-5.94,9
spending,-0.4,1.55,0,3025,R,1,0,1,1,1,6247,2977,3025,1193,247,206,621,535,134,82,52,0.634,0.022,1,82,36,46,1.278,0.028,1,134,59,75,0.046,1.271,1,4.05,6.59,0.21,2.67,1.418,17.09,8
fiscal,-0.99,0.89,0,716,R,1,1,1,1,1,1321,561,716,523,130,127,253,257,24,22,2,0.091,0.019,0,17,14,3,0.214,0.031,0,24,22,2,0.035,0.091,0,1.27,5.85,1.04,5.7,0.792,5,6
overreach,-2.69,1.33,0,305,R,1,0,1,1,1,471,146,305,271,47,75,86,176,16,13,3,0.231,0.035,0,16,13,3,0.231,0.123,0,9,8,1,0.03,0.125,0,0.35,3.54,0.38,1.11,1.307,4.16,9
recovered,-1.55,0.84,0,357,R,1,0,1,1,1,683,304,357,342,92,84,178,151,30,24,6,0.25,0.046,0,22,8,14,1.75,0.078,0,30,24,6,0.092,0.25,0,0.76,3.48,0.47,1.84,0.746,3.49,9
mcconnell,0.57,-1.39,0,2051,R,1,1,1,1,1,10527,8220,2051,704,250,56,518,161,1513,566,947,1.673,0.168,1,566,478,88,0.184,0.074,1,1513,56,1457,2.812,26.018,1,-11.83,-5.38,-0.52,-12,-1.185,-5.45,9
petty,-2.61,1.48,0,368,R,1,1,1,1,1,763,373,368,393,92,61,225,157,29,18,11,0.611,0.04,0,29,12,17,1.417,0.084,0,18,17,1,0.051,0.059,0,0.42,3.1,0.8,3.08,1.342,5.18,5
faith,0.49,0.45,0,2759,R,1,0,1,1,1,5594,2658,2759,1135,240,196,567,536,97,66,31,0.47,0.018,1,47,42,5,0.119,0.018,0,97,66,31,0.036,0.47,1,2.08,3.77,0.1,1.09,0.407,4.21,5
confront,0.33,-0.99,0,329,R,1,1,1,1,1,1468,1115,329,520,210,90,358,153,21,20,1,0.05,0.015,0,21,20,1,0.05,0.019,0,9,9,0,0.028,0,0,-1.11,-4.28,-0.39,-3.51,-0.911,-4.32,8
pages,-3.25,2.14,0,351,R,1,0,1,1,1,832,433,351,426,90,83,227,178,24,14,10,0.714,0.03,0,24,14,10,0.714,0.059,0,11,10,1,0.032,0.1,0,0.53,3.94,0,-0.02,1.962,7.87,5
terrorist,-0.04,0.46,0,1311,R,1,0,1,1,1,1913,552,1311,631,112,149,250,364,32,25,7,0.28,0.017,0,24,17,7,0.412,0.045,0,32,25,7,0.025,0.28,0,2.88,9.44,0.38,2.04,0.409,3.36,9
comprehensive,1.3,-1.65,0,486,R,1,1,1,1,1,3383,2860,486,730,257,122,523,192,50,35,15,0.429,0.015,0,50,35,15,0.429,0.018,0,14,11,3,0.03,0.273,0,-4.08,-9.05,-0.31,-4.7,-1.55,-8.85,13
disparity,-0.36,-2.78,0,67,R,1,1,1,1,1,383,303,67,235,92,20,184,44,14,8,6,0.75,0.038,0,8,7,1,0.143,0.027,0,14,5,9,0.264,1.8,0,-0.28,-3.46,-0.8,-3.29,-2.568,-4.18,9
presumption,-4.31,1.88,0,72,R,1,0,1,1,1,128,44,72,92,13,28,35,51,5,5,0,0,0.041,0,3,2,1,0.5,0.073,0,5,3,2,0.075,0.667,0,0.18,3.76,0.34,0.45,1.706,3.48,11
property,0.16,0.45,0,1920,R,1,1,1,1,1,3091,1092,1920,887,160,181,414,450,47,36,11,0.306,0.015,0,36,22,14,0.636,0.034,0,47,34,13,0.025,0.382,0,3.04,10.26,0.71,4.65,0.406,3.58,8
greatness,-2.96,1.74,0,339,R,1,0,1,1,1,613,253,339,345,61,77,153,184,23,17,6,0.353,0.039,0,13,13,0,0,0.054,0,23,17,6,0.073,0.353,0,0.43,3.63,0.35,1.11,1.688,6.04,9
taiwan,-0.29,0.49,0,657,R,1,0,1,1,1,879,200,657,220,44,96,75,135,57,29,28,0.966,0.069,1,20,17,3,0.176,0.111,0,57,29,28,0.095,0.966,1,2.64,7.83,0.31,1.06,0.428,3.18,6
terrorists,-0.9,0.99,0,957,R,1,1,1,1,1,1432,413,957,529,90,131,196,317,25,23,2,0.087,0.018,0,23,10,13,1.3,0.059,0,25,22,3,0.027,0.136,0,2.29,8.89,0.93,4.08,0.866,6.16,10
hash_2a,-3.13,2.3,0,1182,R,1,0,1,1,2,1208,23,1182,238,1,49,9,227,42,33,9,0.273,0.036,0,6,5,1,0.2,0.353,0,42,33,9,0.037,0.273,0,1.27,5.34,-0.05,-0.04,2.227,10.09,7
christmas,0.18,0.44,0,1934,R,1,1,1,1,1,3459,1359,1934,944,184,178,463,454,82,33,49,1.485,0.024,1,16,15,1,0.067,0.012,0,82,33,49,0.044,1.485,1,2.56,8.67,0.42,3.02,0.396,3.44,9
hash_ccp,-0.27,0.87,0,947,R,1,0,1,1,2,951,4,947,62,2,42,2,60,258,193,65,0.337,0.372,1,3,1,2,2,3,0,258,193,65,0.374,0.337,1,5.33,4.05,5.51,2.57,0.655,6.6,8
prayer,-0.58,0.92,0,1519,R,1,0,1,1,1,2177,631,1519,693,127,154,280,400,51,36,15,0.417,0.024,0,18,14,4,0.286,0.029,0,51,36,15,0.035,0.417,0,2.32,7.89,0.14,0.77,0.867,6.58,6
hash_taiwan,-2.36,1.18,0,143,R,1,0,1,1,2,166,18,143,53,11,36,12,40,26,12,14,1.167,0.186,0,4,2,2,1,0.286,0,26,12,14,0.222,1.167,0,0.81,5.19,0.68,0.8,0.949,3.79,11
embassy,-1.52,1.03,0,493,R,1,0,1,1,1,731,207,493,354,88,102,134,212,15,13,2,0.154,0.021,0,13,5,8,1.6,0.067,0,15,11,4,0.031,0.364,0,1.1,7.61,0.14,0.53,0.924,4.81,7
communist,-0.59,0.75,0,1887,R,1,0,1,1,1,2130,176,1887,400,26,109,84,299,116,115,1,0.009,0.058,0,18,17,1,0.059,0.114,0,116,115,1,0.065,0.009,0,2.87,8.07,0.86,1.92,0.635,4.73,9
godspeed,-3.74,2.03,0,175,R,1,0,1,1,1,267,92,175,132,22,41,56,76,45,18,27,1.5,0.203,1,13,3,10,3.333,0.165,0,45,18,27,0.346,1.5,1,0.43,3.71,-0.02,-0.03,1.854,5.49,8
geopolitical,-3.82,1.87,0,105,R,1,0,1,1,1,151,37,105,93,11,35,30,58,17,6,11,1.833,0.127,0,2,2,0,0,0.057,0,17,6,11,0.193,1.833,0,0.39,4.31,0.85,1.1,1.595,4.32,12
israel,0.68,0.4,0,2434,R,1,1,1,1,1,3899,1345,2434,744,170,182,324,396,69,54,15,0.278,0.018,0,69,46,23,0.5,0.054,1,54,50,4,0.023,0.08,0,4.63,7.57,0.57,5.26,0.356,4.02,6
missiles,-3.12,1.28,0,145,R,1,0,1,1,1,299,126,145,175,40,44,84,82,11,8,3,0.375,0.038,0,8,5,3,0.6,0.068,0,8,6,2,0.058,0.333,0,0.27,3.72,-0.04,-0.09,1.079,3.03,8
processed,-2.9,1.45,0,155,R,1,0,1,1,1,330,166,155,228,66,61,129,91,9,8,1,0.125,0.028,0,5,4,1,0.25,0.031,0,9,8,1,0.062,0.125,0,0.34,3.84,0.15,0.43,1.38,4.36,9
soft,-3.4,1.45,0,211,R,1,0,1,1,1,448,194,211,250,33,34,128,108,9,9,0,0,0.021,0,6,5,1,0.2,0.032,0,9,9,0,0.045,0,0,0.29,3.78,0,0,1.127,3.15,4
disproportionate,-0.42,-2.25,0,63,R,1,1,1,1,1,587,510,63,309,159,24,263,38,14,10,4,0.4,0.024,0,14,10,4,0.4,0.028,0,9,4,5,0.167,1.25,0,-0.74,-6.67,-0.91,-5.12,-1.869,-3.73,16
hash_2020census,0.55,-1.51,0,191,R,1,1,1,1,2,3798,3607,191,386,236,67,309,77,118,117,1,0.009,0.032,0,118,117,1,0.009,0.034,0,14,13,1,0.079,0.077,0,-9.7,-7.24,-0.23,-4.37,-1.622,-6.47,15
gods,-2.33,1.05,0,426,R,1,0,1,1,1,625,180,426,310,27,73,108,193,45,11,34,3.091,0.078,1,11,7,4,0.571,0.065,0,45,8,37,0.118,4.625,1,0.45,5.42,0.13,0.26,1.004,3.35,4
borrowing,-5.02,2.54,0,82,R,1,0,1,1,1,143,51,82,105,12,31,42,57,7,5,2,0.4,0.051,0,4,2,2,1,0.085,0,7,5,2,0.093,0.4,0,0.2,3.78,0.51,0.6,2.674,5.14,9
hash_buildthewall,-4.84,3.35,0,523,R,1,0,1,1,2,531,8,523,105,0,27,4,101,98,53,45,0.849,0.226,1,3,2,1,0.5,0.6,0,98,53,45,0.231,0.849,1,1.02,3.47,0,0,2.883,10.92,17
churches,-1.85,1.24,0,839,R,1,0,1,1,1,1220,343,839,483,75,90,188,283,64,37,27,0.73,0.055,1,14,14,0,0,0.043,0,64,37,27,0.083,0.73,1,1.12,7.83,0.04,0.13,1.098,5.5,8
benghazi,-4.6,2.13,0,229,R,1,0,1,1,1,321,82,229,153,12,27,40,107,23,21,2,0.095,0.077,0,8,8,0,0,0.108,0,23,21,2,0.112,0.095,0,0.19,3.82,0.04,0.05,2.04,4.04,8
hash_acb,-4.43,2.26,0,117,R,1,0,1,1,2,121,4,117,65,0,30,3,62,9,8,1,0.125,0.08,0,2,1,1,1,1,0,9,8,1,0.083,0.125,0,0.32,4.78,0,0,2.236,5.08,8
bureaucrats,-2.81,2.17,0,606,R,1,0,1,1,1,651,35,606,230,14,83,28,193,59,29,30,1.034,0.1,1,3,2,1,0.5,0.094,0,59,29,30,0.108,1.034,1,1.59,8.87,1.69,2.44,1.852,9.81,11
buckle,-6.19,2.69,0,73,R,1,0,1,1,1,165,81,73,115,10,14,54,54,5,4,1,0.25,0.031,0,5,4,1,0.25,0.066,0,3,3,0,0.043,0,0,0.09,3.17,0.3,0.32,2.283,3.02,6
hash_prolife,-1.67,1.47,0,1091,R,1,0,1,1,2,1108,11,1091,244,0,95,8,234,51,50,1,0.02,0.048,0,2,2,0,0,0.222,0,51,50,1,0.049,0.02,0,1.95,8.65,0,0,1.426,8.3,12
proxy,-2.3,1.22,0,274,R,1,0,1,1,1,412,112,274,214,34,86,70,132,23,12,11,0.917,0.059,0,7,6,1,0.167,0.067,0,23,12,11,0.092,0.917,0,0.61,7.31,-0.01,-0.02,1.22,4.42,5
evictions,-0.66,-1.82,0,71,R,1,1,1,1,1,825,749,71,338,145,23,288,46,18,17,1,0.059,0.022,0,18,17,1,0.059,0.025,0,13,3,10,0.224,3.333,0,-0.89,-5.14,-0.88,-5.57,-1.403,-3.03,9
eviction,-0.37,-3.08,0,40,R,1,1,1,1,1,1026,975,40,351,174,9,321,21,21,18,3,0.167,0.021,0,21,18,3,0.167,0.022,0,11,3,8,0.379,2.667,0,-1.72,-7.71,-0.67,-5.2,-2.229,-3.43,8
ist,-5.07,2.2,0,95,R,1,0,1,1,1,120,13,95,77,1,21,10,60,6,5,1,0.2,0.053,0,3,2,1,0.5,0.3,0,6,5,1,0.067,0.2,0,0.19,5.26,1.28,0.41,1.779,3.21,3
leftist,-5.32,3.88,0,1791,R,1,0,1,1,1,2027,190,1791,284,3,53,54,214,609,176,433,2.46,0.429,1,38,12,26,2.167,0.25,1,609,176,433,0.515,2.46,1,1.33,5.73,1.73,0.93,3.249,13.43,7
pens,-5.29,2.57,0,99,R,1,0,1,1,1,176,74,99,125,18,25,60,62,9,4,5,1.25,0.054,0,4,3,1,0.333,0.057,0,9,4,5,0.1,1.25,0,0.15,3.59,0.36,0.51,2.406,4.4,4
hash_trump2020,-3.08,1.55,0,2828,R,1,0,1,1,2,3006,176,2828,223,0,25,5,217,297,257,40,0.156,0.11,1,99,74,25,0.338,1.286,1,297,257,40,0.117,0.156,1,0.54,3.74,0,0,1.459,4.48,14
hash_impeachmentsham,-4.24,2.54,0,185,R,1,0,1,1,2,185,0,185,60,0,27,0,60,49,22,27,1.227,0.36,1,0,0,0,0,0,0,49,22,27,0.36,1.227,1,0.52,3.15,0,0,2.689,7.63,20
jerusalem,-2.44,1.29,0,257,R,1,0,1,1,1,324,59,257,160,18,64,38,119,16,9,7,0.778,0.052,0,5,5,0,0,0.093,0,16,9,7,0.066,0.778,0,0.74,7.76,1.48,2.66,1.174,4.43,9
hash_socialism,-6.16,3.01,0,176,R,1,0,1,1,2,202,26,176,83,0,14,14,69,15,9,6,0.667,0.08,0,4,4,0,0,0.182,0,15,9,6,0.093,0.667,0,0.16,3.32,0,0,2.846,4.33,14
rioting,-2.13,1.18,0,724,R,1,1,1,1,1,813,72,724,294,14,76,51,232,29,27,2,0.074,0.037,0,5,3,2,0.667,0.075,0,29,27,2,0.042,0.074,0,0.82,8.12,2.76,3.61,1.133,4.51,7
cops,-2.44,1.46,0,1056,R,1,0,1,1,1,2187,975,1056,487,54,61,253,209,75,50,25,0.5,0.036,1,45,43,2,0.047,0.048,0,75,50,25,0.076,0.5,1,0.62,3.41,0.79,2.94,1.315,5.46,4
hash_usa,-2.73,1.26,0,860,R,1,0,1,1,2,1327,463,860,233,30,45,81,148,155,137,18,0.131,0.132,0,137,119,18,0.151,0.42,0,155,116,39,0.22,0.336,1,0.33,3.17,0.44,1,1.302,3.78,8
hash_endinfanticide,-3.51,1.88,0,100,R,1,0,1,1,2,100,0,100,62,0,59,0,62,7,5,2,0.4,0.075,0,0,0,0,0,0,0,7,5,2,0.075,0.4,0,0.46,7.17,0,0,1.975,5.48,19
drones,-2.76,1.27,0,195,R,1,0,1,1,1,339,122,195,149,28,31,73,70,18,18,0,0,0.056,0,6,6,0,0,0.052,0,18,18,0,0.102,0,0,0.51,3.81,0,0,1.035,3.54,6
hash_donothingdemocrats,-4.15,1.86,0,170,R,1,0,1,1,2,171,1,170,53,0,23,1,52,41,17,24,1.412,0.315,1,1,0,1,0,0,0,41,17,24,0.318,1.412,1,0.23,4.11,0,0,2.008,3.96,23
marxist,-3.34,1.58,0,638,R,1,0,1,1,1,733,71,638,164,1,20,25,126,71,62,9,0.145,0.107,0,38,4,34,8.5,1.152,1,71,62,9,0.125,0.145,0,0.53,3.57,2.04,0.67,1.226,3.8,7
anthem,-3.3,1.5,0,361,R,1,0,1,1,1,523,140,361,251,29,35,101,140,12,11,1,0.091,0.023,0,7,6,1,0.167,0.053,0,12,11,1,0.034,0.091,0,0.38,4.68,0.37,0.74,1.17,3.53,6
dossier,-2.83,1.75,0,376,R,1,0,1,1,1,474,39,376,148,5,48,22,113,30,26,4,0.154,0.068,0,6,5,1,0.2,0.182,0,30,21,9,0.087,0.429,0,0.92,6.52,-0.05,-0.04,1.586,6.34,7
importing,-5.97,2.97,0,94,R,1,0,1,1,1,126,20,94,64,5,20,17,40,24,8,16,2,0.235,0,2,2,0,0,0.111,0,24,8,16,0.343,2,0,0.18,3.79,1.56,1.14,2.523,4.37,9
desired,-8.93,4.94,0,62,R,1,0,1,1,1,122,44,62,93,14,17,38,46,4,4,0,0,0.034,0,3,2,1,0.5,0.073,0,4,4,0,0.069,0,0,0.11,3.23,0.86,1.05,4.615,5.58,7
smuggling,-5.35,2.93,0,98,R,1,1,1,1,1,129,25,98,85,11,32,22,60,11,6,5,0.833,0.093,0,3,2,1,0.5,0.136,0,11,6,5,0.126,0.833,0,0.33,4.88,2.83,3.11,2.482,5.77,9
sars,-5.93,3.52,0,139,R,1,0,1,1,1,202,50,139,91,11,22,33,53,27,20,7,0.35,0.154,0,6,3,3,1,0.136,0,27,20,7,0.241,0.35,0,0.42,3.26,-0.03,-0.05,2.779,7.09,4
elective,-4.15,1.77,0,132,R,1,0,1,1,1,210,75,132,139,18,41,58,78,17,10,7,0.7,0.088,0,6,3,3,1,0.087,0,17,10,7,0.148,0.7,0,0.2,5.17,2,2.55,1.574,3.35,8
lunacy,-6.72,3.25,0,73,R,1,0,1,1,1,134,54,73,89,6,16,27,57,16,5,11,2.2,0.136,0,16,5,11,2.2,0.421,0,5,3,2,0.074,0.667,0,0.12,3.23,0.38,0.39,2.842,3.94,6
disagreement,-4.53,2.04,0,96,R,1,0,1,1,1,246,102,96,148,16,26,68,63,13,10,3,0.3,0.056,0,6,6,0,0,0.062,0,10,4,6,0.116,1.5,0,0.21,3.72,1.31,1.82,1.696,3.59,12
hash_antifa,-6.33,3.96,0,209,R,1,0,1,1,2,226,15,209,68,0,15,6,60,26,22,4,0.182,0.13,0,9,2,7,3.5,1.5,0,26,22,4,0.142,0.182,0,0.6,3.79,0,0,2.904,8.26,11
looters,-4.2,1.91,0,369,R,1,0,1,1,1,451,60,369,184,7,32,46,130,22,19,3,0.158,0.051,0,4,3,1,0.333,0.071,0,22,19,3,0.063,0.158,0,0.26,5.98,0.73,0.68,1.73,3.81,7
espionage,-2.94,1.75,0,195,R,1,0,1,1,1,271,51,195,109,17,40,35,65,33,24,9,0.375,0.139,0,6,4,2,0.5,0.133,0,33,24,9,0.204,0.375,0,0.95,4.84,1.59,2.51,1.281,5.5,9
hash_defundthepolice,-4.12,2.07,0,138,R,1,0,1,1,2,383,242,138,104,0,22,54,48,39,38,1,0.026,0.113,0,39,38,1,0.026,0.192,0,24,12,12,0.211,1,0,0.34,3.77,0,0,2.075,4.91,20
disputed,-5.7,2.56,0,61,R,1,0,1,1,1,113,36,61,77,10,13,26,42,7,6,1,0.167,0.066,0,3,3,0,0,0.091,0,7,4,3,0.13,0.75,0,0.14,3.21,0.37,0.44,1.759,3.14,8
hash_shamimpeachment,-3.29,2.14,0,204,R,1,0,1,1,2,205,1,204,47,0,29,1,46,42,25,17,0.68,0.258,0,1,0,1,0,0,0,42,25,17,0.259,0.68,0,0.82,3.36,0,0,2.243,8.14,20
hash_greatamericancomeback,-3.19,1.82,0,161,R,1,0,1,1,2,169,8,161,48,0,37,1,47,29,14,15,1.071,0.207,0,8,0,8,0,0,0,29,14,15,0.22,1.071,0,0.55,3.37,0,0,2.027,6.12,26
orchestrated,-3.81,1.71,0,126,R,1,0,1,1,1,208,77,126,147,30,37,62,80,14,6,8,1.333,0.072,0,5,3,2,0.667,0.069,0,14,6,8,0.125,1.333,0,0.21,3.31,0.02,0.05,1.605,3.74,12
pork,-1.35,1.02,0,570,R,1,1,1,1,1,729,137,570,279,36,81,81,185,40,33,7,0.212,0.058,0,23,10,13,1.3,0.202,0,40,33,7,0.075,0.212,0,1.62,5.69,1.38,3.11,0.904,5.12,4
hash_secondamendment,-6.79,3.31,0,116,R,1,0,1,1,2,119,3,116,54,0,14,2,52,21,9,12,1.333,0.214,0,2,1,1,1,2,0,21,9,12,0.221,1.333,0,0.12,3.76,0,0,3.432,4.31,20
