stateDist,state,senate,district,competitiveness,partisanshipCong2020,notes2020,demPct,demPct2Party,demPct2ndDem,repPct_incomplete,repPct2ndRep,thirdPct,demCong2020_count,dem2Cong2020_count,repCong2020_count,rep2Cong2020_count,otherCong2020_count,incumbentParty,incumbentMember,district_jungleElec,samePartyGen2020,demCand,demCand2,repCand,repCand2,thirdCand,thirdParty,winner2020,freshman117th,party_change,trump2020Pct,biden2020Pct,trump2016Pct,clinton2016Pct,biden2020_count,trump2020_count,other2020_count,clinton2016_count,trump2016_count,total2016_count,obama2012pct,romney2012pct,total2012_count,obama2012_count,romney2012_count,whitePct,blackPct,hispPct,asianPacificPct,nativePct,otherPct,hsCompletedPct,hsRank,baPct,ba_Rank,white_BAPct,white_BA_Rank,medianIncome,incomeRank,whiteIncome,whiteRank,nonCollWhitePct,districtType,veryLowDensityPct,lowDensityPct,mediumDensityPct,highDensityPct,primaryDate,demRunoff,repRunoff,dem_candStem,dem_partyLeader,dem_candidate,dem_inc,dem_thetaStart,dem_primaryPct,dem_webIdeal,dem_twIdeal,dem_avgIdeal,dem_receipt,dem_itemized,dem_Individual_Unitemized_Contribution,dem_Individual_Contribution,dem_followersCampaign,dem_followersOfficial,dem_screenName,dem_officialScreenName,rep_candStem,rep_candidate,rep_partyLeader,rep_inc,rep_thetaStart,rep_primaryPct,rep_webIdeal,rep_twIdeal,rep_avgIdeal,rep_receipt,rep_Itemized,rep_Individual_Unitemized_Contribution,rep_Individual_Contribution,rep_followersCampaign,rep_followersOfficial,rep_screenName,rep_officialScreenName,onePartyGeneral,house_cand_dem_gender,house_cand_rep_gender,rep_man_vs_dem_woman,dem_man_vs_rep_woman,probCon_dem,probCon_rep,UtahDum,trump2016Pct2Party,trump2020Pct2Party,dem_followers,rep_followers,moneyOutlier,Sen_Total_Receipt_Republican,Sen_Total_Receipt_Democrat,Sen_Total_Disbursement_Republican,Sen_Total_Disbursement_Democrat,Sen_Coverage_Start_Date_Republican,Sen_Coverage_Start_Date_Democrat,Sen_Coverage_End_Date_Republican,Sen_Coverage_End_Date_Democrat,Sen_Individual_Itemized_Contribution_Republican,Sen_Individual_Itemized_Contribution_Democrat,Sen_Individual_Unitemized_Contribution_Republican,Sen_Individual_Unitemized_Contribution_Democrat,Sen_Individual_Contribution_Republican,Sen_Individual_Contribution_Democrat,Sen_Total_Contribution_Republican,Sen_Total_Contribution_Democrat,Sen_Other_Receipts_Republican,Sen_Other_Receipts_Democrat,senState
MI-13,Michigan,FALSE,13,0,D+32,NA,78.1,80.7,NA,NA,NA,NA,223205,NA,53311,NA,9369,Democratic,Rashida Tlaib,0,0,Rashida Tlaib,NA,NA,NA,NA,NA,Rashida Tlaib,NA,NA,20,78.8,18.13162586,78.80554603,NA,NA,NA,209105,48111,265343,85.15916006,14.28586047,293164,249656,41881,36.99243794,56.22945093,3.999876706,0.877445339,0.366800921,1.53296071,82.23663551,375,15.37839407,425,18.57975591,423,3.4693,433,45938,423,30.11933327,Dense suburban,4.1197e-4,0.067482084,0.594933574,0.337172372,2021-08-04T00:00:00Z,NA,NA,MI-13-tlaib_rashida-,0,Rashida Tlaib,1,-1.640782,66.3,-1.49,-1.49,-1.49,4.03058714,2.2498444,1.78074274,3.75225707,1124787,0,@RashidaTlaib,@RepRashida,MI-13-dudenhoefer_davidanthony-,David Anthony Dudenhoefer,0,0,1.034735001,47.6,1.08,1.76,1.14,0,0,0,0,25375,0,@Dude4Liberty,NA,0,F,M,1,0,0.068112118,0.8728568494372018,FALSE,0.18704512938541906,0.20242914979757085,1124787,25375,FALSE,48764414.44,50113274.67,47661001.73,49846729.9,1/1/2019,1/1/2019,12/31/2020,12/31/2020,23398813.88,27464739.13,22428589.78,17939637.53,45827403.66,45404376.66,46700462.68,48488050.14,915326.04,629.72,MI-Sen02
MI-14,Michigan,FALSE,14,0,D+30,NA,79.3,81.2,NA,NA,NA,NA,271370,NA,62664,NA,8269,Democratic,Brenda Lawrence,0,0,Brenda Lawrence,NA,NA,NA,NA,NA,Brenda Lawrence,NA,NA,19.5,79.5,18.25217803,79.17998689,NA,NA,NA,252387,58179,318751,80.97104812,18.60612579,337491,273270,62794,33.41018634,58.43478261,2.936645963,2.98931677,0.245465839,1.982608696,87.03099162,285,30.87796061,192,47.46262148,78,4.592099999999999,389,66983,206,17.55283606,Dense suburban,1.2416e-4,0.103206588,0.547556381,0.34911287,2021-08-04T00:00:00Z,NA,NA,MI-14-lawrence_brenda-,0,Brenda Lawrence,1,-0.939546016,93.2,NA,-0.88,-0.88,1.08568261,1.02842484,0.05725777,0.36445016,0,0,@BrendaLLawrence,@RepLawrence,MI-14-patrick_robert-,Robert Vance Patrick,0,0,1.034735001,65.4,NA,NA,NA,0.03967045,0.03514755,0.0045229,0.01256179,0,0,NA,NA,0,F,M,1,0,0.18942965477671217,NA,FALSE,0.1873321612797275,0.19696969696969696,0,0,FALSE,48764414.44,50113274.67,47661001.73,49846729.9,1/1/2019,1/1/2019,12/31/2020,12/31/2020,23398813.88,27464739.13,22428589.78,17939637.53,45827403.66,45404376.66,46700462.68,48488050.14,915326.04,629.72,MI-Sen02
MN-01,Minnesota,FALSE,1,4,R+5,NA,45.5,48.4,NA,NA,NA,NA,167889,NA,179229,NA,21731,Republican,Jim Hagedorn,0,0,NA,NA,Jim Hagedorn,NA,NA,NA,Jim Hagedorn,NA,NA,54,43.9,53.29532818,38.38588626,NA,NA,NA,130831,181647,340831,49.56219965,48.20749119,343764,170377,165720,92.10534297,2.117980084,3.021786382,1.655967245,0.270939696,0.827983622,91.88497589,91,28.4536511,236,29.3526925,284,6.173500000000001,188,63744,238,65.06994487,Rural-suburban mix,0.446143384,0.322983682,0.207067822,0.023805111,2021-08-11T00:00:00Z,NA,NA,MN-01-feehan_dan-,0,Dan Feehan,0,-0.870059059,100,-0.3,-0.48,-0.37,4.88180962,4.13234546,0.74946416,3.93062932,11165,0,@danielfeehan,NA,MN-01-hagedorn_jim-,Jim Hagedorn,0,1,1.038590961,100,1.08,0.64,0.75,2.41945706,2.11104795,0.30840911,1.56125033,0,0,@JimHagedornMN,@RepHagedorn,0,M,M,0,0,0.3556912451994533,0.7733726476231317,FALSE,0.5813113243172321,0.5515832482124616,11165,0,FALSE,7091526.74,16468404.53,6731001.81,16100431.77,1/1/2019,1/1/2019,12/31/2020,12/31/2020,3603665.84,8133912.96,3189382.08,5222884.81,6793047.92,13356797.77,7033172.91,15798651.46,0,4182.27,MN-Sen02
MN-02,Minnesota,FALSE,2,2,R+2,NA,48.2,51.2,NA,NA,NA,NA,204533,NA,194958,NA,25021,Democratic,Angie Craig,0,0,Angie Craig,NA,NA,NA,NA,NA,Angie Craig,NA,NA,45.5,52.4,46.52369624,45.32757147,NA,NA,NA,171287,175807,377887,49.07298731,49.01297446,376586,184802,184576,87.63014452,3.580537081,3.282492374,3.727559134,0.42606390958643803,1.35420313,94.75916278,11,38.94056658,95,40.40228853,135,8.3585,50,86573,77,52.22556069,Sparse suburban,0.169645309,0.418183097,0.383627814,0.02854378,2021-08-11T00:00:00Z,NA,NA,MN-02-craig_angie-,0,Angie Craig,1,-0.356555927,100,-0.18,-0.17,-0.17,5.63228587,4.91018509,0.72210078,3.65261146,19435,0,@AngieCraigMN,@RepAngieCraig,MN-02-kistner_tyler-,Tyler Kistner,0,0,1.034735001,100,1.02,1.21,1.1,2.99969849,1.73978885,1.25990964,2.79603726,3810,0,@KistnerCongress,NA,0,F,M,1,0,0.4325050683249616,0.8643339390536173,FALSE,0.5065112044575819,0.4647599591419816,19435,3810,FALSE,7091526.74,16468404.53,6731001.81,16100431.77,1/1/2019,1/1/2019,12/31/2020,12/31/2020,3603665.84,8133912.96,3189382.08,5222884.81,6793047.92,13356797.77,7033172.91,15798651.46,0,4182.27,MN-Sen02
MN-03,Minnesota,FALSE,3,0,D+1,NA,55.6,55.6,NA,NA,NA,NA,246661,NA,196618,NA,313,Democratic,Dean Phillips,0,0,Dean Phillips,NA,NA,NA,NA,NA,Dean Phillips,NA,NA,39.4,58.7,41.37422923,50.83852215,NA,NA,NA,201833,164259,397008,49.60805518,48.78803584,401332,199093,195802,85.97866103,5.175834263,2.05789749,5.14030222,0.203322246,1.443982747,95.54935646,3,49.2689165,27,51.47522277,54,8.8852,36,93580,53,41.72095373,Sparse suburban,0.057791799,0.38560693,0.532860961,0.023740311,2021-08-11T00:00:00Z,NA,NA,MN-03-phillips_dean-,0,Dean Phillips,1,-0.528524633,90.7,-0.47,-0.66,-0.54,2.37479063,2.02388515,0.35090548,2.24507299,14532,0,@deanbphillips,@RepDeanPhillips,MN-03-qualls_kendall-,Kendall Qualls,0,0,1.034735001,75.9,1.01,1.06,1.03,1.88936935,1.46650061,0.42286874,1.66797178,3081,0,@KendallQuallsMN,NA,0,M,M,0,0,0.294598516,0.8484949972116563,FALSE,0.44868229843864377,0.4016309887869521,14532,3081,FALSE,7091526.74,16468404.53,6731001.81,16100431.77,1/1/2019,1/1/2019,12/31/2020,12/31/2020,3603665.84,8133912.96,3189382.08,5222884.81,6793047.92,13356797.77,7033172.91,15798651.46,0,4182.27,MN-Sen02
MN-04,Minnesota,FALSE,4,0,D+14,NA,63.2,68.6,NA,NA,NA,NA,245819,NA,112733,NA,30573,Democratic,Betty McCollum,0,0,Betty McCollum,NA,NA,NA,NA,NA,Betty McCollum,NA,NA,30.5,67.5,30.56867867,61.54351712,NA,NA,NA,223803,111163,363650,62.48373881,35.4969043,370514,231511,131521,76.99347057,8.112445796,3.988436425,8.241040722,0.518367143,2.145242486,91.53221783,100,43.35377932,59,49.09053476,69,6.892799999999999,128,77020,123,39.19696414,Dense suburban,0.020673452,0.229002154,0.47175708,0.278567314,2021-08-11T00:00:00Z,NA,NA,MN-04-mccollum_betty-,0,Betty McCollum,1,-1.003042551,84,-0.96,-0.9,-0.91,1.16993931,1.09914416,0.07079515,0.57974515,1148,0,@VoteBetty,@BettyMcCollum04,MN-04-rechtzigel_gene-,Gene Rechtzigel,0,0,1.034735001,50.9,1.5,NA,1.5,0.02007505,0.02007505,0,0,0,0,NA,NA,0,F,M,1,0,0.18141125489179724,0.9331927987311419,FALSE,0.3318635324182155,0.3112244897959184,1148,0,FALSE,7091526.74,16468404.53,6731001.81,16100431.77,1/1/2019,1/1/2019,12/31/2020,12/31/2020,3603665.84,8133912.96,3189382.08,5222884.81,6793047.92,13356797.77,7033172.91,15798651.46,0,4182.27,MN-Sen02
MN-05,Minnesota,FALSE,5,0,D+26,NA,64.3,71.3,NA,NA,NA,NA,255920,NA,102878,NA,39427,Democratic,Ilhan Omar,0,0,Ilhan Omar,NA,NA,NA,NA,NA,Ilhan Omar,NA,NA,17.7,80.3,18.47957095,73.71929172,NA,NA,NA,273402,68535,370869,73.50296276,23.99193872,373638,274635,89643,74.7658955,13.35969468,3.687637709,4.449952786,0.994452314,2.742367013,90.85550307,127,45.75356373,42,54.45236773,42,6.1851,186,72401,168,34.05409514,Urban-suburban mix,4.19755e-4,0.017178221,0.437141717,0.545260307,2021-08-11T00:00:00Z,NA,NA,MN-05-omar_ilhan-,0,Ilhan Omar,1,-1.621636437,58.2,-1.54,-1.69,-1.62,5.75378794,2.50594927,3.24783867,5.39920975,2409002,0,@IlhanMN,@Ilhan,MN-05-johnson_lacy-,Lacy Johnson,0,0,1.034735001,76.6,1.06,1.48,1.25,12.18626477,3.36713451,8.81913026,12.1692063,231522,0,@LacyJohnsonMN,NA,0,F,F,0,0,0.052616138454252045,0.8943502263331448,FALSE,0.20043165846340075,0.18061224489795918,2409002,231522,TRUE,7091526.74,16468404.53,6731001.81,16100431.77,1/1/2019,1/1/2019,12/31/2020,12/31/2020,3603665.84,8133912.96,3189382.08,5222884.81,6793047.92,13356797.77,7033172.91,15798651.46,0,4182.27,MN-Sen02
MN-06,Minnesota,FALSE,6,6,R+12,NA,34.2,34.2,NA,NA,NA,NA,140851,NA,270901,NA,552,Republican,Tom Emmer,0,0,NA,NA,Tom Emmer,NA,NA,NA,Tom Emmer,NA,NA,59,38.8,58.91569416,33.24706764,NA,NA,NA,123329,218546,370947,41.54068426,56.48662902,364072,151238,205652,92.91118647,1.936609366,1.677872082,1.907207401,0.388105925,1.179998824,94.53720711,12,30.23877963,202,30.47081589,266,7.986000000000001,65,81358,99,64.6003899,Rural-suburban mix,0.334163071,0.516682498,0.149154431,0,2021-08-11T00:00:00Z,NA,NA,MN-06-zahradkha_tawnja-,0,Tawnja Zahradkha,0,-0.870059059,100,-0.76,NA,-0.76,0.05423741,0.03396886,0.02026855,0.04916355,602,0,@Tawnja4Congress,NA,MN-06-emmer_tom-,Tom Emmer,1,1,1.070717005,87.2,1,0.75,0.78,2.83331741,2.52927098,0.30404643,0.99721852,10909,0,@tomemmer,@RepTomEmmer,0,F,M,1,0,0.2236272924375994,0.7823045624142669,FALSE,0.6392570383912247,0.6032719836400818,602,10909,FALSE,7091526.74,16468404.53,6731001.81,16100431.77,1/1/2019,1/1/2019,12/31/2020,12/31/2020,3603665.84,8133912.96,3189382.08,5222884.81,6793047.92,13356797.77,7033172.91,15798651.46,0,4182.27,MN-Sen02
MN-07,Minnesota,FALSE,7,3,R+12,NA,39.8,42.7,NA,NA,NA,NA,144838,NA,194062,NA,24564,Democratic,Collin Peterson,0,0,NA,NA,Michelle Fischbach,NA,NA,NA,Michelle Fischbach,Yes,Yes,63.8,34.4,61.78394979,31.02802629,NA,NA,NA,104566,208215,337005,44.13385627,53.86690245,334777,147750,180334,92.83880516,0.849718606,2.396125927,0.541645273,2.313570328,1.059127931,91.49358263,101,22.11039931,349,22.93384826,392,5.7094000000000005,231,59004,293,71.54729446,Pure rural,0.695033751,0.246878203,0.058088047,0,2021-08-11T00:00:00Z,NA,NA,MN-07-peterson_collin-,0,Collin Peterson,1,-0.072995714,75.6,-0.01,NA,-0.01,2.73321095,2.59646035,0.1367506,0.83096678,0,0,@collinpeterson,NA,MN-07-fischbach_michelle-,Michelle Fischbach,0,0,1.034735001,58.7,1.11,1.34,1.28,2.53196933,1.77364098,0.75832835,2.00422146,6359,0,@FischbachMN7,@RepFischbach,0,M,F,0,1,0.4960106436853684,0.8997274320455579,FALSE,0.66568941208065735,0.649694501,0,6359,FALSE,7091526.74,16468404.53,6731001.81,16100431.77,1/1/2019,1/1/2019,12/31/2020,12/31/2020,3603665.84,8133912.96,3189382.08,5222884.81,6793047.92,13356797.77,7033172.91,15798651.46,0,4182.27,MN-Sen02
MN-08,Minnesota,FALSE,8,6,R+4,NA,37.6,39.8,NA,NA,NA,NA,147854,NA,223427,NA,22425,Republican,Pete Stauber,0,0,NA,NA,Pete Stauber,NA,NA,NA,Pete Stauber,NA,NA,56.3,41.7,54.20269206,38.5874057,NA,NA,NA,138665,194779,359353,51.70040721,46.22367033,361237,186761,166977,93.67667299,0.93454346,1.236754218,0.570735604,2.152048585,1.429245147,93.00462726,46,23.26241926,331,23.74637939,378,5.5943,248,56878,322,71.43185482,Pure rural,0.633588142,0.295629888,0.049264021,0.021517948,2021-08-11T00:00:00Z,NA,NA,MN-08-nystrom_quinn-,0,Quinn Nystrom,0,-0.870059059,100,-0.47,-0.9,-0.72,1.56060808,1.00654635,0.55406173,1.45547305,4073,0,@QuinnNystrom,NA,MN-08-stauber_pete-,Pete Stauber,0,1,0.717097331,93.7,0.66,0.73,0.71,2.60061435,2.29394011,0.30667424,1.36292556,7526,0,@PeteStauber,@RepPeteStauber,0,F,M,1,0,0.23576249777925118,0.7611479319100134,FALSE,0.5841430645025855,0.5744897959183674,4073,7526,FALSE,7091526.74,16468404.53,6731001.81,16100431.77,1/1/2019,1/1/2019,12/31/2020,12/31/2020,3603665.84,8133912.96,3189382.08,5222884.81,6793047.92,13356797.77,7033172.91,15798651.46,0,4182.27,MN-Sen02
MO-01,Missouri,FALSE,1,0,D+29,NA,78.8,80.6,NA,NA,NA,NA,249087,NA,59940,NA,7144,Democratic,Lacy Clay,0,0,Cori Bush,NA,NA,NA,NA,NA,Cori Bush,Yes,NA,18.14,80.26,18.81566679,77.00324775,NA,NA,NA,246107,60136,319606,79.86625963,18.89410511,350829,280194,66286,46.16903597,48.1565114,1.971933995,1.75526809,0.215751703,1.731498834,88.68661228,232,31.87026944,169,43.78702613,102,4.5385,390,58893,295,25.95298813,Dense suburban,0.002802444,0.101272517,0.510219121,0.385705918,2021-08-04T00:00:00Z,NA,NA,MO-01-bush_cori-,0,Cori Bush,0,-1.657822485,48.6,-1.35,-1.45,-1.41,1.37798974,0.61494321,0.76304653,1.26524316,237110,0,@CoriBush,@RepCori,MO-01-rogers_anthony-,Anthony Rogers,0,0,1.034735001,61.6,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,F,M,1,0,0.079269841,NA,FALSE,0.19636693736673197,0.18434959349593497,237110,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MO-02,Missouri,FALSE,2,3,R+8,NA,45.5,46.7,NA,NA,NA,NA,204540,NA,233157,NA,11651,Republican,Ann Wagner,0,0,NA,NA,Ann Wagner,NA,NA,NA,Ann Wagner,NA,NA,49.18,49.16,52.57241616,42.28965511,NA,NA,NA,177647,220842,420072,41.43939688,57.14382804,411992,170727,235428,90.56678935,3.710759905,1.629789998,2.956484087,0.143754059,0.992422602,95.14707781,5,48.84200432,29,48.43191776,72,8.2172,57,82439,94,46.70355642,Dense suburban,0.014904008,0.294611944,0.638167157,0.052316892,2021-08-04T00:00:00Z,NA,NA,MO-02-schupp_jill-,0,Jill Schupp,0,-0.870059059,100,-0.5,-0.7,-0.59,4.86554916,4.00100194,0.86454722,4.25909277,9718,0,@JillSchupp,NA,MO-02-wagner_ann-,Ann Wagner,0,1,0.880343394,100,1.01,0.82,0.9,5.61541254,4.7983246,0.81708794,3.27182109,5058,0,@AnnLWagner,@RepAnnWagner,0,F,F,0,0,0.27759532475346493,0.8159398746532405,FALSE,0.5541984847762423,0.5001016880211511,9718,5058,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MO-03,Missouri,FALSE,3,6,R+18,NA,28.5,29.1,NA,NA,NA,NA,116095,NA,282866,NA,8387,Republican,Blaine Luetkemeyer,0,0,NA,NA,Blaine Luetkemeyer,NA,NA,NA,Blaine Luetkemeyer,NA,NA,66.85,31.31,67.09401709,28.07605201,NA,NA,NA,106365,254183,378846,36.05217598,61.99674112,353496,127443,219156,92.99161498,3.208474705,1.627928622,0.62951086,0.322370481,1.220100349,90.37572646,153,25.96453522,279,25.7795343,345,6.3382000000000005,175,64338,232,69.01880971,Rural-suburban mix,0.401561756,0.378957181,0.219481064,0,2021-08-04T00:00:00Z,NA,NA,MO-03-rezabek_megan-,0,Megan Rezabek,0,-0.870059059,66.9,NA,NA,NA,0,0,0,0,0,0,NA,NA,MO-03-luetkemeyer_blaine-,Blaine Luetkemeyer,0,1,0.937306176,74.8,1.11,0.98,1.06,2.01870133,2.00246085,0.01624048,0.42287248,0,0,@LuetkemeyerB,@RepBlaine,0,F,M,1,0,NA,0.8554277003360904,FALSE,0.7049907363235963,0.6810309698451508,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MO-04,Missouri,FALSE,4,6,R+17,NA,29.7,30.5,NA,NA,NA,NA,107635,NA,245247,NA,9954,Republican,Vicky Hartzler,0,0,NA,NA,Vicky Hartzler,NA,NA,NA,Vicky Hartzler,NA,NA,66,31.93,65.28607952,29.34085633,NA,NA,NA,99844,222162,340290,36.4138819,61.24412376,329292,119908,201672,89.39934198,4.642309614,2.681170654,1.014590116,0.513324031,1.748402322,89.14686,210,25.14689216,296,24.99533724,357,5.017799999999999,341,51190,397,67.05367497,Pure rural,0.540315777,0.370810534,0.078050205,0.010823484,2021-08-04T00:00:00Z,NA,NA,MO-04-simmons_lindsey-,0,Lindsey Simmons,0,-0.870059059,100,-0.45,-1.14,-0.93,0.40053473,0.22456504,0.17596969,0.37780195,30636,0,@LynzforCongress,NA,MO-04-hartzler_vicky-,Vicky Hartzler,0,1,0.937899035,76.6,0.91,1.06,1,1.70162689,1.30802942,0.39359747,1.18595177,837,0,@VickyH4Congress,@RepHartzler,0,F,F,0,0,0.1761855422452579,0.8413447460685429,FALSE,0.6899312435172014,0.6739507811702236,30636,837,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MO-05,Missouri,FALSE,5,0,D+7,NA,58.8,60.4,NA,NA,NA,NA,207180,NA,135934,NA,9316,Democratic,Emanuel Cleaver,0,0,Emanuel Cleaver,NA,NA,NA,NA,NA,Emanuel Cleaver,NA,NA,39.63,58.39,40.58904572,54.06641667,NA,NA,NA,177772,133458,328803,58.90360755,39.36355092,338346,199298,133185,70.19915093,21.06550621,5.10950199,1.477457037,0.417445869,1.730937968,89.48529482,201,27.93224378,242,32.29731234,238,5.0328,337,57924,309,47.52671189,Dense suburban,0.10870493,0.269793531,0.523717614,0.097783925,2021-08-04T00:00:00Z,NA,NA,MO-05-cleaver_emanuel-,0,Emanuel Cleaver,1,-0.889144958,85.3,-1.23,-0.92,-0.95,1.40951436,1.37016829,0.03934607,0.36743607,0,47933,@Vote4Cleaver,@repcleaver,MO-05-derks_ryan-,Ryan Derks,0,0,1.034735001,35.4,NA,NA,NA,0.07694769,0.04770482,0.02924287,0.07608787,0,0,NA,NA,0,M,M,0,0,0.17105612630848183,NA,FALSE,0.42880827683706585,0.4043052438277902,47933,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MO-06,Missouri,FALSE,6,6,R+16,NA,30.8,31.5,NA,NA,NA,NA,118926,NA,258709,NA,8144,Republican,Sam Graves,0,0,NA,NA,Sam Graves,NA,NA,NA,Sam Graves,NA,NA,63.28,34.97,63.09778709,31.65298548,NA,NA,NA,112056,223375,354014,37.90286969,60.03251909,341953,129610,205283,90.49598251,4.073894105,2.85042431,0.860767402,0.371379484,1.347552193,91.24439514,109,27.92829659,244,28.20758371,296,5.993099999999999,199,60537,272,64.96925248,Rural-suburban mix,0.41080189,0.407192766,0.18200534300000001,0,2021-08-04T00:00:00Z,NA,NA,MO-06-ross_gena-,0,Gena Ross,0,-0.870059059,32.8,-0.69,-0.89,-0.75,0.01017021,0.00503733,0.00513288,0.00755788,0,0,@GenaRossforMO6,NA,MO-06-graves_sam-,Sam Graves,0,1,1.109757033,79.9,1.17,0.97,1.04,1.93302134,1.91779137,0.01522997,0.36731596,0,15016,NA,@RepSamGraves,0,F,M,1,0,0.22662735237686824,0.8508300496690187,FALSE,0.6659342756036263,0.6440712468193385,0,15016,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MO-07,Missouri,FALSE,7,6,R+23,NA,26.6,27.8,NA,NA,NA,NA,98111,NA,254318,NA,16854,Republican,Billy Long,0,0,NA,NA,Billy Long,NA,NA,NA,Billy Long,NA,NA,70.03,28.12,70.36299694,24.67893904,NA,NA,NA,84419,240690,342069,30.34437907,67.5554792,325978,98916,220216,92.00216274,1.707875969,2.620173534,0.900282357,0.932036835,1.838326796,88.64299417,235,24.1289969,314,24.50793028,364,4.6211,385,47197,421,69.45433684,Rural-suburban mix,0.409167561,0.38074082,0.186980613,0.023111006,2021-08-04T00:00:00Z,NA,NA,MO-07-montseny_teresa-,0,Teresa Montseny,0,-0.870059059,100,-0.89,-1.43,-1.23,0,0,0,0,0,0,@montsenyt,NA,MO-07-long_billy-,Billy Long,0,1,1.154757135,66.1,1.18,1.53,1.45,1.33218299,1.29370302,0.03847997,0.42306497,10578,0,@auctnr1,@USRepLong,0,F,M,1,0,0.10934855242569191,0.9264707403903516,FALSE,0.7403363179733565,0.7134997452878248,0,10578,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MO-08,Missouri,FALSE,8,6,R+24,NA,21.4,21.8,NA,NA,NA,NA,70561,NA,253811,NA,5854,Republican,Jason Smith,0,0,NA,NA,Jason Smith,NA,NA,NA,Jason Smith,NA,NA,77.31,21.35,75.42620118,21.04113624,NA,NA,NA,66858,239666,317749,31.98695639,65.87741498,305437,97700,201214,92.29975937,4.346369798,1.360058527,0.304977479,0.482146477,1.20668835,83.31024753,364,16.0968776,421,16.25873567,432,4.1701,415,42721,432,77.29298547,Pure rural,0.65912922,0.317246265,0.023624516,0,2021-08-04T00:00:00Z,NA,NA,MO-08-ellis_kathy-,0,Kathy Ellis,0,-0.870059059,100,-0.8,-0.7,-0.74,0.30429674,0.20369167,0.10060507,0.28547271,4670,0,@ellis4congress,NA,MO-08-smith_jason-,Jason Smith,0,1,1.198409641,100,1.18,1.44,1.34,1.89560805,1.82948234,0.06612571,0.53515739,0,0,@JasonSmithMO,@RepJasonSmith,0,F,M,1,0,0.22964999716479062,0.9098773275355476,FALSE,0.7818833109316078,0.7836002432596798,4670,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MS-01,Mississippi,FALSE,1,6,R+16,NA,31.3,31.3,NA,NA,NA,NA,104008,NA,228787,NA,0,Republican,Trent Kelly,0,0,NA,NA,Trent Kelly,NA,NA,NA,Trent Kelly,NA,NA,64.8,33.8,65.39910245,32.44135959,NA,NA,NA,100770,203144,310622,37.01349434,61.87270693,319986,118438,197984,70.02226505,27.09471887,1.569114062,0.452341351,0.158407477,0.703153189,83.30598484,365,20.53410321,377,22.99781057,390,4.6693999999999996,375,52887,378,53.91867718,Pure rural,0.618043716,0.334619651,0.047336632,0,2021-03-10T00:00:00Z,NA,NA,MS-01-eliason_antonia-,0,Antonia Eliason,0,-0.870059059,100,-1.38,-1.53,-1.44,0.02253086,0.01510616,0.0074247,0.0200247,1471,0,@Antonia4MS1,NA,MS-01-kelly_trent-,Trent Kelly,0,1,1.285316539,100,1.28,0.83,1.03,0.88739206,0.84462507,0.04276699,0.39847949,0,11203,NA,@RepTrentKelly,0,F,M,1,0,0.0749337,0.8484949972116563,FALSE,0.6684259362846069,0.6572008113590264,1471,11203,FALSE,3407099.27,12320919.34,3292470.82,12439496.96,1/1/2019,1/1/2019,12/31/2020,12/31/2020,1682622.39,5256650.79,475247.8,6544634.79,2157870.19,11801285.58,3323687.99,12125052.24,1533.38,0,MS-Sen02
