row,candidate,stateDist,avgIdeal,idealTwitter,idealWeb,twWeight,candStem,liberal,conservative,moderate,thetaExternal,thetaStart,sigmaStart,idealWebLibcon,seThetaWebLibcon,wordCountWebLibcon,idealTwitterLibcon,seThetaTwitterLibcon,wordCountTwitterLibcon,party,partyLeader,incumbent,primaryPct,screenName,officialScreenName,followersCampaign,followersOfficial,house,rep,generalElec,generalElecJungle,district
587,Bianca Von Krieg,CA-11,-1.73,-1.73,NA,1,CA-11-von-krieg_bianca-,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,-1.73,0.0405,1363,D,0,0,1.3,@TheRealBaroness,NA,NA,NA,1,0,0,0,CA-11
588,Eric Wilson,CA-12,NA,NA,NA,NA,CA-12-wilson_eric-,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,D,0,0,2.4,NA,NA,NA,NA,1,0,0,0,CA-12
589,Phil Arballo,CA-13,-1.31,-1.45,-1.01,0.69,CA-13-arballo_phil-,0,0,0,NA,-0.940019876,0.5,-1.01,0.0615,671,-1.45,0.0135,16706,D,0,0,17.3,@PhilArballo,NA,NA,NA,1,0,0,0,CA-13
590,Adam Gray,CA-13,-0.87,-0.54,-0.92,0.12,CA-13-gray_adam-,0,0,0,NA,-0.940019876,0.5,-0.92,0.0688,654,-0.54,0.0705,991,D,0,0,31,@AdamGrayCA,NA,NA,NA,1,0,1,0,CA-13
591,James Peters,CA-14,-1.48,-1.69,-1.38,0.31,CA-14-peters_james-,0,0,0,NA,-0.940019876,0.5,-1.38,0.0385,1633,-1.69,0.0174,8100,D,0,0,5.1,@Peters2022ffof,NA,NA,NA,1,0,0,0,CA-14
592,Emily Beach,CA-15,-0.96,-0.96,NA,1,CA-15-beach_emily-,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,-0.96,0.0349,4156,D,0,0,14,@EmilyBeach650,NA,NA,NA,1,0,0,0,CA-15
593,David Canepa,CA-15,-1.06,-1.03,-1.15,0.74,CA-15-canepa_david-,0,0,0,NA,-0.940019876,0.5,-1.15,0.0866,305,-1.03,0.0221,9853,D,0,0,23.9,@davidcanepa,NA,NA,NA,1,0,1,1,CA-15
594,Kevin Mullin,CA-15,-1.11,-1.05,-1.12,0.15,CA-15-mullin_kevin-,0,0,0,NA,-0.940019876,0.5,-1.12,0.0414,1946,-1.05,0.0353,3796,D,0,0,41.7,@kevinmullin,NA,NA,NA,1,0,1,1,CA-15
595,Andrew Watters,CA-15,-1.21,-1.29,-1.17,0.37,CA-15-watters_andrew-,0,0,0,NA,-0.940019876,0.5,-1.17,0.079,404,-1.29,0.0447,2694,D,0,0,1.1,@raellic,NA,NA,NA,1,0,0,0,CA-15
596,Rishi Kumar,CA-16,-1.2,-1.15,-1.22,0.27,CA-16-kumar_rishi-,0,0,0,NA,-0.940019876,0.5,-1.22,0.0282,3789,-1.15,0.0174,15463,D,0,0,15.9,@rishikumar1,NA,NA,NA,1,0,1,1,CA-16
597,Ajwang Rading,CA-16,-1.33,-1.3,-1.33,0.16,CA-16-rading_ajwang-,0,0,0,NA,-0.940019876,0.5,-1.33,0.0504,1064,-1.3,0.041,2276,D,0,0,6.7,@AjwangRading,NA,NA,NA,1,0,0,0,CA-16
598,Greg Tanaka,CA-16,-1.34,-1.34,-1.34,0.02,CA-16-tanaka_greg-,0,0,0,NA,-0.940019876,0.5,-1.34,0.022,6839,-1.34,0.0569,1361,D,0,0,6.6,@GregTanaka,NA,NA,NA,1,0,0,0,CA-16
599,Stephen Forbes,CA-17,NA,NA,NA,NA,CA-17-forbes_stephen-,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,D,0,0,5,NA,NA,NA,NA,1,0,0,0,CA-17
600,Rao Ravul,CA-17,NA,NA,NA,NA,CA-17-ravul_rao-,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,D,0,0,2.1,NA,NA,NA,NA,1,0,0,0,CA-17
601,Luis Acevdedo-Arreguin,CA-18,-0.99,NA,-0.99,0,CA-18-acevedo-arreguin_luis-,0,0,0,NA,-0.940019876,0.5,-0.99,0.0478,1368,NA,NA,NA,D,0,0,12.5,NA,NA,NA,NA,1,0,0,0,CA-18
602,Douglas Deitch,CA-19,-1.01,-1.06,-1,0.21,CA-19-deitch_douglas-,0,0,0,NA,-0.940019876,0.5,-1,0.0464,2637,-1.06,0.0276,7606,D,0,0,3,@DouglasDeitch,NA,NA,NA,1,0,0,0,CA-19
603,Ben Dewell,CA-20,-1.15,-1.52,-1.14,0.02,CA-20-dewell_ben-,0,0,0,NA,-0.940019876,0.5,-1.14,0.0557,1210,-1.52,0.1014,342,D,0,0,7.1,@ca20th,NA,NA,NA,1,0,0,0,CA-20
604,Marisa Wood,CA-20,-1.09,-1.3,-1.04,0.19,CA-20-wood_marisa-,0,0,0,NA,-0.940019876,0.5,-1.04,0.0473,1248,-1.3,0.0317,3337,D,0,0,25,@MarisaWoodCA,NA,NA,NA,1,0,1,0,CA-20
605,Eric Garcia,CA-21,-1.43,-1.5,-1.2,0.76,CA-21-garcia_eric-,0,0,0,NA,-0.940019876,0.5,-1.2,0.0567,872,-1.5,0.0099,31598,D,0,0,10,@EricG1247,NA,NA,NA,1,0,0,0,CA-21
606,Rudy Salas,CA-22,-0.67,-0.83,-0.64,0.18,CA-22-salas_rudy-,0,0,0,NA,-0.940019876,0.5,-0.64,0.0605,609,-0.83,0.0542,1465,D,0,0,44.9,@RudySalasCA,NA,NA,NA,1,0,1,0,CA-22
607,Blanca Gomez,CA-23,-1.27,-1.27,NA,1,CA-23-gomez_blanca-,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,-1.27,0.0867,725,D,0,0,17.3,@gomblan1,NA,NA,NA,1,0,0,0,CA-23
608,Derek Marshall,CA-23,-1.62,-1.66,-1.56,0.59,CA-23-marshall_derek-,0,0,0,NA,-0.940019876,0.5,-1.56,0.0322,1784,-1.66,0.0086,29003,D,0,0,21.8,@DerekMarshallCA,NA,NA,NA,1,0,1,0,CA-23
609,Ruth Luevanos,CA-27,-1.31,-1.62,-1.02,0.48,CA-27-luevanos_ruth-,0,0,0,NA,-0.940019876,0.5,-1.02,0.0802,504,-1.62,0.0219,5171,D,0,0,5.4,@RuthLuevanos,NA,NA,NA,1,0,0,0,CA-27
610,Quaye Quartey,CA-27,NA,NA,NA,NA,CA-27-quartey_quaye-,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,D,0,0,6.7,NA,NA,NA,NA,1,0,0,0,CA-27
611,Christy Smith,CA-27,-1.3,-1.31,-1.29,0.66,CA-27-smith_christy-,0,0,0,NA,-0.940019876,0.5,-1.29,0.0658,546,-1.31,0.0172,12036,D,0,0,37.3,@ChristySmithCA,NA,NA,NA,1,0,1,0,CA-27
612,Dorothy Caronna,CA-28,NA,NA,NA,NA,CA-28-caronna_dorothy-,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,D,0,0,5.6,NA,NA,NA,NA,1,0,0,0,CA-28
613,Sal Genovese,CA-30,-1.01,NA,-1.01,0,CA-30-genovese_sal-,0,0,0,NA,-0.940019876,0.5,-1.01,0.0866,419,NA,NA,NA,D,0,0,1.6,NA,NA,NA,NA,1,0,0,0,CA-30
614,G. Pudlo,CA-30,-1.64,NA,-1.64,0,CA-30-pudlo_g-,0,0,0,NA,-0.940019876,0.5,-1.64,0.0341,1363,NA,NA,NA,D,0,0,12.6,NA,NA,NA,NA,1,0,1,1,CA-30
615,Rocco De Luca,CA-31,NA,NA,NA,NA,CA-31-deluca_rocco-,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,D,0,0,7.7,NA,NA,NA,NA,1,0,0,0,CA-31
616,Jason Potell,CA-32,-1.4,-1.47,-1.35,0.41,CA-32-potell_jason-,0,0,0,NA,-0.940019876,0.5,-1.35,0.0543,962,-1.47,0.0202,7454,D,0,0,1.8,@JasonPotell,NA,NA,NA,1,0,0,0,CA-32
617,Raji Rab,CA-32,-1.19,-1.28,-1.08,0.53,CA-32-rab_raji-,0,0,0,NA,-0.940019876,0.5,-1.08,0.0904,423,-1.28,0.0271,5416,D,0,0,1.8,@RajiRab2020,NA,NA,NA,1,0,0,0,CA-32
618,Aarika Rhodes,CA-32,-1.33,-1.36,-1.31,0.47,CA-32-rhodes_aarika-,0,0,0,NA,-0.940019876,0.5,-1.31,0.0355,2093,-1.36,0.0136,20492,D,0,0,5.2,@AarikaRhodes,NA,NA,NA,1,0,0,0,CA-32
619,David Kim,CA-34,-1.49,-1.59,-1.43,0.38,CA-34-kim_david-,0,0,0,NA,-0.940019876,0.5,-1.43,0.0324,2092,-1.59,0.0132,14553,D,0,0,38.7,@davidkimforca,NA,NA,NA,1,0,1,1,CA-34
620,Lloyd Stevens,CA-35,NA,NA,NA,NA,CA-35-stevens_lloyd-,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,D,0,0,4.4,NA,NA,NA,NA,1,0,0,0,CA-35
621,Colin Obrien,CA-36,NA,NA,NA,NA,CA-36-obrien_colin-,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,D,0,0,3.4,NA,NA,NA,NA,1,0,0,0,CA-36
622,Sydney Kamlager,CA-37,-1.49,-1.54,-1.42,0.61,CA-37-kamlager_sydney-,0,0,0,NA,-0.940019876,0.5,-1.42,0.075,443,-1.54,0.0197,7843,D,0,0,43.8,@sydneykamlager,NA,NA,NA,1,0,1,1,CA-37
623,Daniel Lee,CA-37,-1.58,-1.63,-1.54,0.48,CA-37-lee_daniel-,0,0,0,NA,-0.940019876,0.5,-1.54,0.0327,1650,-1.63,0.0119,17191,D,0,0,17.7,@danielwaynelee0,NA,NA,NA,1,0,0,0,CA-37
624,Sandra Mendoza,CA-37,NA,NA,NA,NA,CA-37-mendoza_sandra-,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,D,0,0,8.2,NA,NA,NA,NA,1,0,0,0,CA-37
625,Jan Perry,CA-37,-1.21,-1.18,-1.22,0.13,CA-37-perry_jan-,0,0,0,NA,-0.940019876,0.5,-1.22,0.0313,2787,-1.18,0.0315,4507,D,0,0,18.4,@JanPerry,NA,NA,NA,1,0,1,1,CA-37
626,Michael Shure,CA-37,-1.38,-1.38,NA,1,CA-37-shure_michael-,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,-1.38,0.0217,8362,D,0,0,2.5,@michaelshure,NA,NA,NA,1,0,0,0,CA-37
627,Asif Mahmood,CA-40,-0.9,-1.06,-0.85,0.26,CA-40-mahmood_asif-,0,0,0,NA,-0.940019876,0.5,-0.85,0.0542,922,-1.06,0.0345,3623,D,0,0,40.9,@DrMahmood40,NA,NA,NA,1,0,1,0,CA-40
628,Shrina Kurani,CA-41,-1.01,NA,-1.01,0,CA-41-kurani_shrina-,0,0,0,NA,-0.940019876,0.5,-1.01,0.0684,633,NA,NA,NA,D,0,0,15.5,@shrinakurina,NA,NA,NA,1,0,0,0,CA-41
629,Will Rollins,CA-41,-0.8,-0.98,-0.76,0.17,CA-41-rollins_will-,0,0,0,NA,-0.940019876,0.5,-0.76,0.0241,4604,-0.98,0.0196,10828,D,0,0,30.5,@WillRollinsCA,NA,NA,NA,1,0,1,0,CA-41
630,Joaquin Beltran,CA-42,-1.31,-1.31,NA,1,CA-42-beltran_joaquin-,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,-1.31,0.0118,31902,D,0,0,2.4,@joaquinlife,NA,NA,NA,1,0,0,0,CA-42
631,Cristina Garcia,CA-42,-1.27,-1.42,-1.23,0.2,CA-42-garcia_cristina-,0,0,0,NA,-0.940019876,0.5,-1.23,0.0663,823,-1.42,0.0393,2338,D,0,0,12.5,@Cgarcia_CA,NA,NA,NA,1,0,0,0,CA-42
632,Robert Garcia,CA-42,-1.25,-1.2,-1.34,0.64,CA-42-garcia_robert-,0,0,0,NA,-0.940019876,0.5,-1.34,0.0446,949,-1.2,0.014,18506,D,0,0,46.6,@RobertGarcia,NA,NA,NA,1,0,1,0,CA-42
633,Nicole Lopez,CA-42,-1.51,-1.68,-1.07,0.72,CA-42-lopez_nicole-,0,0,0,NA,-0.940019876,0.5,-1.07,0.1078,252,-1.68,0.0179,7428,D,0,0,3.4,@lopez4congress,NA,NA,NA,1,0,0,0,CA-42
634,Peter Mathews,CA-42,-1.58,-1.68,-1.53,0.31,CA-42-mathews_peter-,0,0,0,NA,-0.940019876,0.5,-1.53,0.0313,2067,-1.68,0.0189,10218,D,0,0,3.7,@Epetermathews,NA,NA,NA,1,0,0,0,CA-42
635,William Summerville,CA-42,-1.57,-1.48,-1.57,0.02,CA-42-summerville_william-,0,0,0,NA,-0.940019876,0.5,-1.57,0.0347,1574,-1.48,0.0888,432,D,0,0,2.5,@Wmsforthepeople,NA,NA,NA,1,0,0,0,CA-42
636,Jean Monestime,CA-43,NA,NA,NA,NA,CA-43-monestime_jean-,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,D,0,0,6.6,NA,NA,NA,NA,1,0,0,0,CA-43
637,Morris Griffin,CA-44,-1.38,NA,-1.38,0,CA-44-griffin_morris-,0,0,0,NA,-0.940019876,0.5,-1.38,0.0783,516,NA,NA,NA,D,0,0,7.1,NA,NA,NA,NA,1,0,0,0,CA-44
638,Jay Chen,CA-45,-0.75,-0.7,-0.79,0.48,CA-45-chen_jay-,0,0,0,NA,-0.940019876,0.5,-0.79,0.0549,954,-0.7,0.0209,9916,D,0,0,43.1,@jfchen,NA,NA,NA,1,0,1,0,CA-45
639,Michael Ortega,CA-46,-1.43,-1.59,-1.37,0.29,CA-46-ortega_michael-,0,0,0,NA,-0.940019876,0.5,-1.37,0.0541,732,-1.59,0.0264,3369,D,0,0,12.3,@ortega4congress,NA,NA,NA,1,0,0,0,CA-46
640,Stephen Houlahan,CA-48,-1.06,-1.15,-1.01,0.34,CA-48-houlahan_stephen-,0,0,0,NA,-0.940019876,0.5,-1.01,0.0721,847,-1.15,0.03,4843,D,0,0,27.8,@electhoulahan,NA,NA,NA,1,0,1,0,CA-48
641,Matthew Rascon,CA-48,-1.21,-1.21,-1.21,0.07,CA-48-rascon_matthew-,0,0,0,NA,-0.940019876,0.5,-1.21,0.0754,517,-1.21,0.0982,434,D,0,0,9.1,@MatthewRascon1,NA,NA,NA,1,0,0,0,CA-48
642,Nadia Smalley,CA-49,NA,NA,NA,NA,CA-49-smalley_nadia-,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,D,0,0,2.5,NA,NA,NA,NA,1,0,0,0,CA-49
643,Adam Schindler,CA-50,-1.11,NA,-1.11,0,CA-50-schindler_adam-,0,0,0,NA,-0.940019876,0.5,-1.11,0.0586,699,NA,NA,NA,D,0,0,3,@adam4congress50,NA,NA,NA,1,0,0,0,CA-50
644,Kylie Taitano,CA-50,-1.38,-1.49,-1.34,0.26,CA-50-taitano_kylie-,0,0,0,NA,-0.940019876,0.5,-1.34,0.0461,1288,-1.49,0.0246,5035,D,0,0,9.3,@KylieTaitano,NA,NA,NA,1,0,0,0,CA-50
645,Joaquin Vazquez,CA-52,-1.78,-1.78,NA,1,CA-52-vazquez_joaquin-,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,-1.78,0.0122,12562,D,0,0,10.4,@Vazquez4CA52,NA,NA,NA,1,0,0,0,CA-52
646,Akinyemi Agbede,CA-Sen03,-1.13,NA,-1.13,0,CA-Sen03-agbede_akinyemi-,0,0,0,NA,-0.940019876,0.5,-1.13,0.058,890,NA,NA,NA,D,0,0,1,NA,NA,NA,NA,0,0,0,0,CA-Se
647,Robert Lucero,CA-Sen03,-1.37,-1.64,-1.34,0.11,CA-Sen03-lucero_robert-,0,0,0,NA,-0.940019876,0.5,-1.34,0.0416,1332,-1.64,0.0383,1752,D,0,0,0.8,@Lucero4CA,NA,NA,NA,0,0,0,0,CA-Se
648,Dan O'Dowd,CA-Sen03,-1.17,-1.17,NA,1,CA-Sen03-odowd_dan-,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,-1.17,0.0293,6978,D,0,0,1.1,@RealDanODowd,NA,NA,NA,0,0,0,0,CA-Se
649,Douglas Howard Pierce,CA-Sen03,-1.07,-0.58,-1.09,0.03,CA-Sen03-pierce_douglashoward-,0,0,0,NA,-0.940019876,0.5,-1.09,0.0659,713,-0.58,0.121,243,D,0,0,1.7,@pierceussenate,NA,NA,NA,0,0,0,0,CA-Se
650,Obaidul Huq Pirjada,CA-Sen03,-1.08,NA,-1.08,0,CA-Sen03-pirjada_obaidalhuq-,0,0,0,NA,-0.940019876,0.5,-1.08,0.0677,671,NA,NA,NA,D,0,0,0.4,NA,NA,NA,NA,0,0,0,0,CA-Se
651,Timothy Ursich,CA-Sen03,-1.2,NA,-1.2,0,CA-Sen03-ursich_timothy-,0,0,0,NA,-0.940019876,0.5,-1.2,0.0409,2112,NA,NA,NA,D,0,0,0.8,@Ursichforsenate,NA,NA,NA,0,0,0,0,CA-Se
652,Neal Walia,CO-01,-1.49,NA,-1.49,0,CO-01-walia_neal-,0,0,0,NA,-0.940019876,0.5,-1.49,0.0442,924,NA,NA,NA,D,0,0,16.5,@NealForCD1,NA,NA,NA,1,0,0,0,CO-01
653,Sol Sandoval,CO-03,-1.1,-1.19,-1.07,0.26,CO-03-sandoval_sol-,0,0,0,NA,-0.940019876,0.5,-1.07,0.0472,1266,-1.19,0.0274,5017,D,0,0,40.9,@SolforCO,NA,NA,NA,1,0,0,0,CO-03
654,Alex Walker,CO-03,NA,NA,NA,NA,CO-03-walker_alex-,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,D,0,0,15.7,NA,NA,NA,NA,1,0,0,0,CO-03
655,Isaac McCorkle,CO-04,-1.21,-1.17,-1.22,0.13,CO-04-mccorkle_isaac-,0,0,0,NA,-0.940019876,0.5,-1.22,0.0252,4496,-1.17,0.0227,7773,D,0,0,100,@Ike4CO,NA,NA,NA,1,0,1,0,CO-04
656,Michael Colombe,CO-05,NA,NA,NA,NA,CO-05-colombe_michael-,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,D,0,0,45.4,@ColoradoCD5,NA,NA,NA,1,0,0,0,CO-05
657,David Torres,CO-05,-1.24,-1.46,-1.12,0.36,CO-05-torres_david-,0,0,0,NA,-0.940019876,0.5,-1.12,0.0418,1636,-1.46,0.0175,10300,D,0,0,54.6,@Cd5Torres,NA,NA,NA,1,0,1,0,CO-05
658,Brittany Pettersen,CO-07,-0.82,-0.88,-0.8,0.31,CO-07-pettersen_brittany-,0,0,0,NA,-0.940019876,0.5,-0.8,0.0498,1113,-0.88,0.0277,5490,D,0,0,100,@pettersen4co,NA,NA,NA,1,0,1,0,CO-07
659,Yadira Caraveo,CO-08,-1,-0.96,-1.06,0.63,CO-08-caraveo_yadira-,0,0,0,NA,-0.940019876,0.5,-1.06,0.0882,362,-0.96,0.0243,6837,D,0,0,100,@YadiraCaraveo,NA,NA,NA,1,0,1,0,CO-08
660,Rebekah Jones,FL-01,-1.27,-1.59,-1.2,0.17,FL-01-jones_rebekah-,0,0,0,NA,-0.940019876,0.5,-1.2,0.0315,2970,-1.59,0.022,6903,D,0,0,62.6,@GeoRebekah,NA,NA,NA,1,0,1,0,FL-01
661,Margaret Schiller,FL-01,-1.17,-1.22,-1.16,0.16,FL-01-schiller_margaret-,0,0,0,NA,-0.940019876,0.5,-1.16,0.0342,2605,-1.22,0.0288,5364,D,0,0,37.4,@peggyforFL1,NA,NA,NA,1,0,0,0,FL-01
662,Al Lawson,FL-02,-0.9,-0.86,-1.01,0.71,FL-02-lawson_al-,0,0,0,NA,-0.940019876,0.5,-1.01,0.1,362,-0.86,0.0214,9824,D,0,0,100,@AlLawsonJr,@RepAlLawsonJr,NA,NA,1,0,1,0,FL-02
663,Danielle Hawk,FL-03,-1.03,-1.03,NA,1,FL-03-hawk_danielle-,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,-1.03,0.0213,9826,D,0,0,67.6,@hawkforcongress,NA,NA,NA,1,0,1,0,FL-03
664,Tom Wells,FL-03,-1.53,-1.61,-1.47,0.44,FL-03-wells_tom-,0,0,0,NA,-0.940019876,0.5,-1.47,0.0425,1335,-1.61,0.0162,11868,D,0,0,32.4,@TomWells2022,NA,NA,NA,1,0,0,0,FL-03
665,Anthony Hill,FL-04,NA,NA,NA,NA,FL-04-hill_anthony-,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,D,0,0,49.8,NA,NA,NA,NA,1,0,0,0,FL-04
666,LaShonda Holloway,FL-04,-1.39,-1.47,-1.29,0.57,FL-04-holloway_lashonda-,0,0,0,NA,-0.940019876,0.5,-1.29,0.096,349,-1.47,0.0278,5148,D,0,0,50.2,@Lj4CONGRESS,NA,NA,NA,1,0,1,0,FL-04
667,Hilsia Fernandez,FL-07,NA,NA,NA,NA,FL-07-fernandez_hilsia-,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,D,0,0,20,NA,NA,NA,NA,1,0,0,0,FL-07
668,Karen Green,FL-07,-0.99,NA,-0.99,0,FL-07-green_karen-,0,0,0,NA,-0.940019876,0.5,-0.99,0.0652,691,NA,NA,NA,D,0,0,44.9,@drkarengreen,NA,NA,NA,1,0,1,0,FL-07
669,Al Krulick,FL-07,-1.28,-1.49,-1.28,0.02,FL-07-krulick_al-,0,0,0,NA,-0.940019876,0.5,-1.28,0.0281,3991,-1.49,0.0594,879,D,0,0,21,@AlKrulick,NA,NA,NA,1,0,0,0,FL-07
670,Allek Pastrana,FL-07,-1.33,-1.33,-1.33,0.37,FL-07-pastrana_allek-,0,0,0,NA,-0.940019876,0.5,-1.33,0.0635,738,-1.33,0.0251,4745,D,0,0,14.2,@allekpastrana,NA,NA,NA,1,0,0,0,FL-07
671,Danelle Dodge,FL-08,-1.24,-1.44,-1.02,0.52,FL-08-dodge_danelle-,0,0,0,NA,-0.940019876,0.5,-1.02,0.0391,1868,-1.44,0.0136,22648,D,0,0,45.4,@VoteDodge,NA,NA,NA,1,0,0,0,FL-08
672,Joanne Terry,FL-08,-0.98,-1.02,-0.91,0.62,FL-08-terry_joanne-,0,0,0,NA,-0.940019876,0.5,-0.91,0.0524,1118,-1.02,0.015,20084,D,0,0,54.6,@Joanne4Congress,NA,NA,NA,1,0,1,0,FL-08
673,Jack Achenbach,FL-10,-1.34,NA,-1.34,0,FL-10-achenbach_jack-,0,0,0,NA,-0.940019876,0.5,-1.34,0.033,2894,NA,NA,NA,D,0,0,1.3,@JackAchenbach,NA,NA,NA,1,0,0,0,FL-10
674,Jeff Boone,FL-10,-1.29,-1.04,-1.31,0.08,FL-10-boone_jeff-,0,0,0,NA,-0.940019876,0.5,-1.31,0.0533,978,-1.04,0.0652,949,D,0,0,2.1,@CongressBoone,NA,NA,NA,1,0,0,0,FL-10
675,Randolph Bracy,FL-10,-1.03,-1.12,-0.99,0.32,FL-10-bracy_randolph-,0,0,0,NA,-0.940019876,0.5,-0.99,0.1162,285,-1.12,0.0532,1525,D,0,0,24.7,@RandolphBracy,NA,NA,NA,1,0,0,0,FL-10
676,Corrine Brown,FL-10,-1.08,NA,-1.08,0,FL-10-brown_corrine-,0,0,0,NA,-0.940019876,0.5,-1.08,0.1128,231,NA,NA,NA,D,0,0,9.5,NA,NA,NA,NA,1,0,0,0,FL-10
677,Terence Gray,FL-10,-1.14,-1.14,NA,1,FL-10-gray_terence-,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,-1.14,0.0547,1403,D,0,0,1.9,@TerenceGray4FL,NA,NA,NA,1,0,0,0,FL-10
678,Alan Grayson,FL-10,-1.58,-1.58,NA,1,FL-10-grayson_alan-,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,-1.58,0.0209,7591,D,0,0,15.4,@AlanGrayson,NA,NA,NA,1,0,0,0,FL-10
679,Natalie Jackson,FL-10,-1.25,-1.47,-1.15,0.3,FL-10-jackson_natalie-,0,0,0,NA,-0.940019876,0.5,-1.15,0.0518,1098,-1.47,0.0253,5263,D,0,0,7,@NatJacksonFL10,NA,NA,NA,1,0,0,0,FL-10
680,Khalid Muneer,FL-10,-1.19,-1.19,NA,1,FL-10-muneer_khalid-,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,-1.19,0.0712,968,D,0,0,1.1,@MuneerCongress,NA,NA,NA,1,0,0,0,FL-10
681,Teresa Tachon,FL-10,-1.2,NA,-1.2,0,FL-10-tachon_teresa-,0,0,0,NA,-0.940019876,0.5,-1.2,0.0347,2643,NA,NA,NA,D,0,0,2.3,@TeresaTachon,NA,NA,NA,1,0,0,0,FL-10
682,Shante Munns,FL-11,-1.22,NA,-1.22,0,FL-11-munns_shante-,0,0,0,NA,-0.940019876,0.5,-1.22,0.099,297,NA,NA,NA,D,0,0,100,@MunnsShante,NA,NA,NA,1,0,1,0,FL-11
683,Kimberly Walker,FL-12,-1.12,-1.2,-1.1,0.17,FL-12-walker_kimberly-,0,0,0,NA,-0.940019876,0.5,-1.1,0.0398,1933,-1.2,0.0304,4535,D,0,0,100,@kw4congress,NA,NA,NA,1,0,1,0,FL-12
684,Eric Lynn,FL-13,-0.92,-0.97,-0.89,0.38,FL-13-lynn_eric-,0,0,0,NA,-0.940019876,0.5,-0.89,0.0424,1567,-0.97,0.0193,10889,D,0,0,100,@EricLynnFL,NA,NA,NA,1,0,1,0,FL-13
685,Christopher Bradley,FL-14,-1.2,-1.33,-1.19,0.07,FL-14-bradley_christopher-,0,0,0,NA,-0.940019876,0.5,-1.19,0.0387,1874,-1.33,0.0537,1494,D,0,0,9.6,@CBradleyFL,NA,NA,NA,1,0,0,0,FL-14
686,Gavin Brown,FL-15,-1.22,NA,-1.22,0,FL-15-brown_gavin-,0,0,0,NA,-0.940019876,0.5,-1.22,0.0519,947,NA,NA,NA,D,0,0,22.2,NA,NA,NA,NA,1,0,0,0,FL-15
687,Alan Cohn,FL-15,-0.63,-1.01,-0.53,0.2,FL-15-cohn_alan-,0,0,0,NA,-0.940019876,0.5,-0.53,0.064,514,-1.01,0.0543,1437,D,0,0,33.1,@AlanMCohn,NA,NA,NA,1,0,1,0,FL-15
688,Eddie Geller,FL-15,-1.31,-1.28,-1.33,0.46,FL-15-geller_eddie-,0,0,0,NA,-0.940019876,0.5,-1.33,0.0485,1147,-1.28,0.018,10978,D,0,0,21.9,@gellered,NA,NA,NA,1,0,0,0,FL-15
689,Cesar Ramirez,FL-15,-1.22,-1.19,-1.22,0.07,FL-15-ramirez_cesar-,0,0,0,NA,-0.940019876,0.5,-1.22,0.0579,827,-1.19,0.0771,682,D,0,0,17.3,@CesarForFlorida,NA,NA,NA,1,0,0,0,FL-15
690,William VanHorn,FL-15,-0.98,NA,-0.98,0,FL-15-vanhorn_william-,0,0,0,NA,-0.940019876,0.5,-0.98,0.0341,2710,NA,NA,NA,D,0,0,5.4,NA,NA,NA,NA,1,0,0,0,FL-15
691,Jan Schneider,FL-16,-1.25,NA,-1.25,0,FL-16-schneider_jan-,0,0,0,NA,-0.940019876,0.5,-1.25,0.0435,1517,NA,NA,NA,D,0,0,100,NA,NA,NA,NA,1,0,1,0,FL-16
692,Andrea Kale,FL-17,-1.02,-1.32,-0.98,0.11,FL-17-kale_andrea-,0,0,0,NA,-0.940019876,0.5,-0.98,0.0341,2710,-1.32,0.0326,3861,D,0,0,100,@AndreaDoriaKale,NA,NA,NA,1,0,1,0,FL-17
693,Cindy Banyai,FL-19,-1.32,-1.38,-1.21,0.67,FL-19-banyai_cindy-,0,0,0,NA,-0.940019876,0.5,-1.21,0.0459,1477,-1.38,0.0105,33757,D,0,0,100,@Cindy_Banyai_FL,NA,NA,NA,1,0,1,0,FL-19
