row,candidate,stateDist,avgIdeal,idealTwitter,idealWeb,twWeight,candStem,liberal,conservative,moderate,thetaExternal,thetaStart,sigmaStart,idealWebLibcon,seThetaWebLibcon,wordCountWebLibcon,idealTwitterLibcon,seThetaTwitterLibcon,wordCountTwitterLibcon,party,partyLeader,incumbent,primaryPct,screenName,officialScreenName,followersCampaign,followersOfficial,house,rep,generalElec,generalElecJungle,district
335,Amy Phan West,CA-47,1.2,1.69,1.05,0.24,CA-47-west_amyphan-,0,0,0,NA,1.034735001,0.5,1.05,0.0479,848,1.69,0.0217,3117,R,0,0,14.5,@amyphanwest,NA,1562,NA,1,1,0,0,CA-47
336,Jalen Dupree McLeod,CA-47,-1.39,-1.43,-1.38,0.2,CA-47-mcleod_jalendupree-,0,0,0,NA,-0.870059059,0.5,-1.38,0.052,819,-1.43,0.0312,2348,D,0,0,8.7,@McLeod4Congress,NA,4174,NA,1,0,0,0,CA-47
337,John Briscoe,CA-47,1.22,1.66,0.99,0.34,CA-47-briscoe_john-,0,0,0,NA,1.034735001,0.5,0.99,0.0419,1287,1.66,0.0148,7811,R,0,0,16.8,@johnfbriscoe,NA,NA,NA,1,1,1,0,CA-47
338,Peter Mathews,CA-47,-1.27,-1.68,-1.26,0.02,CA-47-mathews_peter-,1,0,0,-1.657822485,-1.657822485,0.5,-1.26,0.0352,1918,-1.68,0.0551,558,D,0,0,11,@Epetermathews,NA,475,NA,1,0,0,0,CA-47
339,Sou Moua,CA-47,NA,NA,NA,NA,CA-47-moua_sou-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,3.7,NA,NA,NA,NA,1,1,0,0,CA-47
340,Brian Burley,CA-48,1.16,NA,1.16,0,CA-48-burley_brian-,0,0,0,NA,1.034735001,0.5,1.16,0.0723,397,NA,NA,NA,R,0,0,12.1,@Burley4Congress,NA,NA,NA,1,1,0,0,CA-48
341,Harley Rouda,CA-48,-0.56,-0.66,-0.18,0.8,CA-48-rouda_harley-,0,0,0,-0.487768404,-0.487768404,0.5,-0.18,0.0614,512,-0.66,0.011,23858,D,0,1,46.7,@HarleyRouda,@RepHarley,78107,15472,1,0,1,0,CA-48
342,James Brian Griffin,CA-48,NA,NA,NA,NA,CA-48-griffin_jamesbrian-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,1.3,NA,NA,NA,NA,1,1,0,0,CA-48
343,John Thomas Schuesler,CA-48,NA,NA,NA,NA,CA-48-schuesler_johnthomas-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,2.3,NA,NA,NA,NA,1,1,0,0,CA-48
344,Michelle Steel,CA-48,0.96,1.02,0.86,0.64,CA-48-steel_michelle-,0,0,0,NA,1.034735001,0.5,0.86,0.061,516,1.02,0.0152,10609,R,0,0,34.9,@MichelleSteelCA,@RepSteel,14825,NA,1,1,1,0,CA-48
345,Richard Mata,CA-48,NA,NA,NA,NA,CA-48-mata_richard-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,AI,0,0,2.7,NA,NA,NA,NA,1,0,0,0,CA-48
346,Brian Maryott,CA-49,1.11,1.31,0.96,0.44,CA-49-maryott_brian-,0,0,0,NA,1.034735001,0.5,0.96,0.0475,913,1.31,0.0161,8416,R,0,0,43.4,@brianlmaryott,NA,4028,NA,1,1,1,0,CA-49
347,Mike Levin,CA-49,-0.74,-0.67,-0.79,0.45,CA-49-levin_mike-,0,0,0,-0.730955698,-0.730955698,0.5,-0.79,0.0275,4386,-0.67,0.0082,42508,D,0,1,56.6,@MikeLevin,@RepMikeLevin,112441,NA,1,0,1,0,CA-49
348,Ammar Campa-Najjar,CA-50,-0.76,-1.01,-0.68,0.24,CA-50-campa-najjar_ammar-,0,0,0,NA,-0.870059059,0.5,-0.68,0.0232,6126,-1.01,0.0117,22808,D,0,0,36.5,@ACampaNajjar,NA,46523,NA,1,0,1,0,CA-50
349,Brian Jones,CA-50,1.16,1.11,1.24,0.61,CA-50-jones_brian-,0,0,0,NA,1.034735001,0.5,1.24,0.066,610,1.11,0.0149,11112,R,0,0,10.6,@SenBrianJones,NA,5491,NA,1,1,0,0,CA-50
350,Carl DeMaio,CA-50,1.34,1.54,1.24,0.34,CA-50-demaio_carl-,0,0,0,NA,1.034735001,0.5,1.24,0.0262,2476,1.54,0.0108,15148,R,0,0,19.9,@carldemaio,NA,16205,NA,1,1,0,0,CA-50
351,Darrell Issa,CA-50,1.21,NA,1.21,0,CA-50-issa_darrell-,0,1,0,1.71459427,1.71459427,0.5,1.21,0.0531,612,NA,NA,NA,R,0,0,23.1,@DarrellIssa,@repdarrellissa,NA,NA,1,1,1,0,CA-50
352,Helen Horvath,CA-50,NA,NA,NA,NA,CA-50-horvath_helen-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,NPP,0,0,0.6,NA,NA,NA,NA,1,0,0,0,CA-50
353,Henry Alan Ota,CA-50,NA,NA,NA,NA,CA-50-ota_henryalan-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,NPP,0,0,0.4,NA,NA,NA,NA,1,0,0,0,CA-50
354,Jose Cortes,CA-50,-0.67,-0.67,NA,1,CA-50-cortes_jose-,0,0,0,NA,0,0.5,NA,NA,NA,-0.67,0.0854,4321,P&F,0,0,0.9,@cortes4congress,NA,NA,NA,1,0,0,0,CA-50
355,Lucinda KWH Jahn,CA-50,NA,NA,NA,NA,CA-50-jahn_lucindakwh-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,NPP,0,0,0.2,@lucindakwhjahn,NA,NA,NA,1,0,0,0,CA-50
356,Marisa Calderon,CA-50,-1.51,-1.51,NA,1,CA-50-calderon_marisa-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,-1.51,0.0264,2974,D,0,0,5.7,@marisacalderon,NA,385,NA,1,0,0,0,CA-50
357,Nate Wilkins,CA-50,NA,NA,NA,NA,CA-50-wilkins_nate-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,2.1,@DauntlessNate,NA,NA,NA,1,1,0,0,CA-50
358,Juan Hidalgo Jr.,CA-51,1.18,NA,1.18,0,CA-51-hidalgojr_juan-,0,0,0,NA,1.034735001,0.5,1.18,0.0535,999,NA,NA,NA,R,0,0,28.6,@HidalgoFor51st,NA,NA,NA,1,1,1,0,CA-51
359,Juan Vargas,CA-51,-1.13,-1,-1.3,0.55,CA-51-vargas_juan-,0,0,0,-1.186515324,-1.186515324,0.5,-1.3,0.0692,517,-1,0.0192,7512,D,0,1,71.4,NA,@RepJuanVargas,NA,24939,1,0,1,0,CA-51
360,Jim DeBello,CA-52,1.11,1.44,1.09,0.06,CA-52-debello_jim-,0,0,0,NA,1.034735001,0.5,1.09,0.0528,831,1.44,0.0567,599,R,0,0,32.6,@DeBelloCongress,NA,308,NA,1,1,1,0,CA-52
361,Nancy Casady,CA-52,-1.14,-1.62,-1.11,0.07,CA-52-casady_nancy-,0,0,0,NA,-0.870059059,0.5,-1.11,0.0739,503,-1.62,0.0601,419,D,0,0,15.7,@casady4congress,NA,113,NA,1,0,0,0,CA-52
362,Ryan Cunningham,CA-52,0.59,0.59,NA,1,CA-52-cunningham_ryan-,0,0,0,NA,0,0.5,NA,NA,NA,0.59,0.0376,9440,NPP,0,0,2.5,@rcfor52,NA,165,NA,1,0,0,0,CA-52
363,Scott Peters,CA-52,-0.51,-0.66,-0.41,0.41,CA-52-peters_scott-,0,0,0,-0.511653143,-0.511653143,0.5,-0.41,0.0245,4661,-0.66,0.0091,37478,D,0,1,49.3,@ScottPetersSD,@RepScottPeters,11877,NA,1,0,1,0,CA-52
364,Annette Meza,CA-53,-0.95,-1.01,-0.94,0.19,CA-53-meza_annette-,0,0,0,NA,-0.870059059,0.5,-0.94,0.083,423,-1.01,0.0487,1167,D,0,0,2.2,@annettevmeza,NA,70,NA,1,0,0,0,CA-53
365,Chris Stoddard,CA-53,1.07,1.85,0.99,0.09,CA-53-stoddard_chris-,0,0,0,NA,1.034735001,0.5,0.99,0.0489,781,1.85,0.0365,883,R,0,0,13,@stoddard2020,NA,98,NA,1,1,0,0,CA-53
366,Eric Roger Kutner,CA-53,-0.79,NA,-0.79,0,CA-53-kutner_ericroger-,0,0,0,NA,-0.870059059,0.5,-0.79,0.0628,900,NA,NA,NA,D,0,0,0.4,NA,NA,NA,NA,1,0,0,0,CA-53
367,Famela Ramos,CA-53,1.1,NA,1.1,0,CA-53-ramos_famela-,0,0,0,NA,1.034735001,0.5,1.1,0.0761,369,NA,NA,NA,R,0,0,7.5,@FamelaRamos3,NA,NA,NA,1,1,0,0,CA-53
368,Fernando Garcia,CA-53,NA,NA,NA,NA,CA-53-garcia_fernando-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,NPP,0,0,0.9,@fgforcongress,NA,NA,NA,1,0,0,0,CA-53
369,Georgette Gomez,CA-53,-1.17,-1.13,-1.23,0.57,CA-53-gomez_georgette-,0,0,0,NA,-0.870059059,0.5,-1.23,0.0537,662,-1.13,0.0158,10187,D,0,0,20,@SDGeorgette,NA,6900,NA,1,0,1,1,CA-53
370,Janessa Goldbeck,CA-53,-0.91,-0.97,-0.9,0.09,CA-53-goldbeck_janessa-,0,0,0,NA,-0.870059059,0.5,-0.9,0.0364,2253,-0.97,0.0352,2521,D,0,0,8.5,@jgoldbeck,NA,3293,NA,1,0,0,0,CA-53
371,Joaquin Vazquez,CA-53,-1.37,NA,-1.37,0,CA-53-vazquez_joaquin-,0,0,0,NA,-0.870059059,0.5,-1.37,0.026,2497,NA,NA,NA,D,0,0,1.5,NA,NA,NA,NA,1,0,0,0,CA-53
372,John Brooks,CA-53,-0.85,-1.51,-0.82,0.04,CA-53-brooks_john-,0,0,0,NA,-0.870059059,0.5,-0.82,0.0644,864,-1.51,0.0761,433,D,0,0,1.4,@2020JohnBrooks,NA,83,NA,1,0,0,0,CA-53
373,Jose Caballero,CA-53,-1.34,-1.62,-1.16,0.39,CA-53-caballero_jose-,0,0,0,NA,-0.870059059,0.5,-1.16,0.0509,942,-1.62,0.015,7132,D,0,0,1.6,@JoseCaballeroSD,NA,5328,NA,1,0,0,0,CA-53
374,Joseph Fountain,CA-53,-1.42,-1.34,-1.5,0.5,CA-53-fountain_joseph-,0,0,0,NA,-0.870059059,0.5,-1.5,0.0693,282,-1.34,0.0289,3348,D,0,0,2,@DrJoe4congress,NA,134,NA,1,0,0,0,CA-53
375,Michael Patrick Oristian,CA-53,1.2,NA,1.2,0,CA-53-oristian_michaelpatrick-,0,0,0,NA,1.034735001,0.5,1.2,0.0872,223,NA,NA,NA,R,0,0,7.4,NA,NA,NA,NA,1,1,0,0,CA-53
376,Sara Jacobs,CA-53,-0.98,-0.79,-1.02,0.15,CA-53-jacobs_sara-,0,0,0,NA,-0.870059059,0.5,-1.02,0.0213,5970,-0.79,0.0151,12791,D,0,0,29.1,@SaraJacobsCA,@RepSaraJacobs,11714,NA,1,0,1,0,CA-53
377,Suzette Santori,CA-53,-1,-1.64,-0.93,0.1,CA-53-santori_suzette-,0,0,0,NA,-0.870059059,0.5,-0.93,0.0561,1135,-1.64,0.0332,1423,D,0,0,0.9,@SantoriSuzette,NA,NA,NA,1,0,0,0,CA-53
378,Tom Wong,CA-53,NA,NA,NA,NA,CA-53-wong_tom-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,3.6,NA,NA,NA,NA,1,0,0,0,CA-53
379,Dianne Feinstein,CA-Sen01,-0.92,-0.92,NA,1,CA-Sen01-feinstein_dianne-,0,0,0,-0.820441156,-0.820441156,0.5,NA,NA,NA,-0.92,0.0086,41005,D,0,1,NA,@DianneFeinstein,@SenFeinstein,NA,NA,0,0,0,0,CA-Se
380,Alex Padilla,CA-Sen03,-1.02,-1.02,NA,1,CA-Sen03-padilla_alex-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,-1.02,0.0084,41655,D,0,1,NA,@AlexPadilla4CA,@SenAlexPadilla,NA,NA,0,0,0,0,CA-Se
381,Kamala Harris,CA-Sen03,-1.49,-1.49,NA,1,CA-Sen03-harris_kamala-,1,0,0,-1.697583616,-1.697583616,0.5,NA,NA,NA,-1.49,0.0066,42692,D,0,1,NA,@KamalaHarris,@SenKamalaHarris,12357015,NA,0,0,0,0,CA-Se
382,Charlie Madison Winters,CO-01,-1.54,-1.54,NA,1,CO-01-winters_charliemadison-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,-1.54,0.013,12123,D,0,0,0,@extantCMW,NA,1970,NA,1,0,0,0,CO-01
383,Diana DeGette,CO-01,-1.07,-1.08,-1.03,0.87,CO-01-degette_diana-,0,0,0,-1.117269196,-1.117269196,0.5,-1.03,0.0991,333,-1.08,0.0104,25267,D,0,1,100,@DeGette5280,@RepDianaDeGette,2315,NA,1,0,1,0,CO-01
384,Joey Camp,CO-01,NA,NA,NA,NA,CO-01-camp_joey-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,I,0,0,0,NA,NA,NA,NA,1,0,1,0,CO-01
385,Meghan Pratschler,CO-01,NA,NA,NA,NA,CO-01-pratschler_meghan-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,0,@mepratschler,NA,NA,NA,1,0,0,0,CO-01
386,Shane Bolling,CO-01,1.54,1.54,NA,1,CO-01-bolling_shane-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.54,0.049,882,R,0,0,100,@Shane4Co,NA,NA,NA,1,1,1,0,CO-01
387,Charles Winn,CO-02,0.91,1.07,0.9,0.08,CO-02-winn_charles-,0,0,0,NA,1.034735001,0.5,0.9,0.0314,2052,1.07,0.0331,2108,R,0,0,100,@DrCharlieWinn,NA,NA,NA,1,1,1,0,CO-02
388,Joe Neguse,CO-02,-0.82,-0.68,-1.26,0.75,CO-02-neguse_joe-,0,0,0,-1.181210847,-1.181210847,0.5,-1.26,0.0498,895,-0.68,0.0095,32277,D,0,1,100,@JoeNeguse,@RepJoeNeguse,28626,NA,1,0,1,0,CO-02
389,William Cutcher,CO-02,1.63,1.63,NA,1,CO-02-cutcher_william-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.63,0.0175,4541,R,0,0,0,@CutcherWilliam,NA,8941,NA,1,1,0,0,CO-02
390,Diane Mitsch Bush,CO-03,-0.95,-0.75,-1.01,0.22,CO-03-mitschbush_diane-,0,0,0,NA,-0.870059059,0.5,-1.01,0.0437,1370,-0.75,0.0258,4635,D,0,0,61.4,@RepDMB,NA,8830,NA,1,0,1,0,CO-03
391,James Iacino,CO-03,-0.61,-0.63,-0.61,0.13,CO-03-iacino_james-,0,0,0,NA,-0.870059059,0.5,-0.61,0.0607,773,-0.63,0.0457,1405,D,0,0,38.6,@James_Iacino,NA,525,NA,1,0,0,0,CO-03
392,Lauren Boebert,CO-03,1.63,1.69,1.34,0.83,CO-03-boebert_lauren-,0,1,0,1.71459427,1.71459427,0.5,1.34,0.0654,409,1.69,0.0075,24077,R,0,0,54.6,@laurenboebert,@RepBoebert,264171,NA,1,1,1,0,CO-03
393,Robert Moser,CO-03,NA,NA,NA,NA,CO-03-moser_robert-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,I,0,0,0,NA,NA,NA,NA,1,0,0,0,CO-03
394,Root Routledge,CO-03,-0.75,NA,-0.75,0,CO-03-routledge_root-,0,0,0,NA,-0.870059059,0.5,-0.75,0.0445,2156,NA,NA,NA,D,0,0,0,NA,NA,NA,NA,1,0,0,0,CO-03
395,Scott Tipton,CO-03,0.97,0.82,1.02,0.24,CO-03-tipton_scott-,0,0,0,0.980951486,0.980951486,0.5,1.02,0.0363,1383,0.82,0.0214,5257,R,0,1,45.4,@ScottRTipton,@RepTipton,NA,NA,1,1,0,0,CO-03
396,Isaac McCorkle,CO-04,-0.95,-1.12,-0.91,0.2,CO-04-mccorkle_isaac-,0,0,0,NA,-0.870059059,0.5,-0.91,0.0322,2999,-1.12,0.0183,8587,D,0,0,100,@Ike4CO,NA,2846,NA,1,0,1,0,CO-04
397,Ken Buck,CO-04,1.56,1.54,1.65,0.82,CO-04-buck_ken-,0,1,0,1.473197511,1.473197511,0.5,1.65,0.0755,243,1.54,0.011,13350,R,0,1,100,@BuckForColorado,@RepKenBuck,NA,51520,1,1,1,0,CO-04
398,Melanie Tomitsch,CO-04,-1.1,-1.32,-1.08,0.08,CO-04-tomitsch_melanie-,0,0,0,NA,-0.870059059,0.5,-1.08,0.0609,866,-1.32,0.0569,855,D,0,0,0,@MelanieTomitsch,NA,NA,NA,1,0,0,0,CO-04
399,Brandon Bocchino,CO-05,-1.21,-1.21,NA,1,CO-05-bocchino_brandon-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,-1.21,0.0133,17959,D,0,0,0,@BocchinoBrandon,NA,73,NA,1,0,0,0,CO-05
400,Doug Lamborn,CO-05,1.46,1.48,1.42,0.72,CO-05-lamborn_doug-,0,0,0,1.247906188,1.247906188,0.5,1.42,0.0601,375,1.48,0.0124,11152,R,0,1,100,NA,@RepDLamborn,NA,32507,1,1,1,0,CO-05
401,Jillian Freeland,CO-05,-0.88,-0.86,-0.9,0.44,CO-05-freeland_jillian-,0,0,0,NA,-0.870059059,0.5,-0.9,0.0606,765,-0.86,0.0206,7137,D,0,0,100,@FreelandCO5,NA,11626,NA,1,0,1,0,CO-05
402,Mario Sanchez,CO-05,NA,NA,NA,NA,CO-05-sanchez_mario-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,0,NA,NA,NA,NA,1,0,0,0,CO-05
403,Rebecca Keltie,CO-05,0.7,0.7,NA,1,CO-05-keltie_rebecca-,0,0,0,NA,0,0.5,NA,NA,NA,0.7,0.0633,1124,U,0,0,0,@Keltie4Congress,NA,NA,NA,1,0,1,0,CO-05
404,Ryan Lucas,CO-05,-0.61,-1.24,-0.54,0.09,CO-05-lucas_ryan-,0,0,0,NA,-0.870059059,0.5,-0.54,0.0533,1055,-1.24,0.0472,1296,D,0,0,0,@RyanLucas4CO,NA,78,NA,1,0,0,0,CO-05
405,Jaimie Kulikowski,CO-06,0.46,NA,0.46,0,CO-06-kulikowski_jaimie-,0,0,0,NA,0,0.5,0.46,0.1224,829,NA,NA,NA,U,0,0,0,@JaimieKulikows2,NA,NA,NA,1,0,1,0,CO-06
406,Jason Crow,CO-06,-0.51,-0.51,-0.52,0.54,CO-06-crow_jason-,0,0,0,-0.46541121,-0.46541121,0.5,-0.52,0.0361,2154,-0.51,0.0095,30021,D,0,1,100,@JasonCrowCO6,@RepJasonCrow,35027,NA,1,0,1,0,CO-06
407,John Szemler,CO-06,NA,NA,NA,NA,CO-06-szemler_john-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,0,@JohnSzemler,NA,NA,NA,1,1,0,0,CO-06
408,Ryan Gonzalez,CO-06,NA,NA,NA,NA,CO-06-gonzalez_ryan-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,0,NA,NA,NA,NA,1,1,0,0,CO-06
409,Steve House,CO-06,1.07,1.07,1.07,0.28,CO-06-house_steve-,0,0,0,NA,1.034735001,0.5,1.07,0.0346,1458,1.07,0.0193,6637,R,0,0,100,@House4CO,NA,514,NA,1,1,1,0,CO-06
410,Casper Stockham,CO-07,1.43,1.57,1.2,0.62,CO-07-stockham_casper-,0,0,0,NA,1.034735001,0.5,1.2,0.0652,430,1.57,0.0142,8231,R,0,0,100,@Casper4Colorado,NA,4859,NA,1,1,1,0,CO-07
411,Dave Olszta,CO-07,NA,NA,NA,NA,CO-07-olszta_dave-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,U,0,0,0,NA,NA,NA,NA,1,0,1,0,CO-07
412,Ed Perlmutter,CO-07,-0.62,-0.69,-0.48,0.65,CO-07-perlmutter_ed-,0,0,0,-0.719641476,-0.719641476,0.5,-0.48,0.0507,1150,-0.69,0.0106,25515,D,0,1,100,@Ed4Colorado,@RepPerlmutter,3809,NA,1,0,1,0,CO-07
413,Nathan Clay,CO-07,-1.39,-1.7,-1.36,0.08,CO-07-clay_nathan-,0,0,0,NA,-0.870059059,0.5,-1.36,0.0206,5200,-1.7,0.0156,5677,D,0,0,0,@NathanClayCO,NA,3147,NA,1,0,0,0,CO-07
414,Andrew Romanoff,CO-Sen02,-1.2,-1.47,-0.89,0.54,CO-Sen02-romanoff_andrew-,0,0,0,NA,-0.870059059,0.5,-0.89,0.0325,2900,-1.47,0.0075,39470,D,0,0,41.2,@Romanoff2020,NA,27229,NA,0,0,0,0,CO-Se
415,Cory Gardner,CO-Sen02,0.54,0.52,0.59,0.65,CO-Sen02-gardner_cory-,0,0,0,0.758141535,0.758141535,0.5,0.59,0.0348,1261,0.52,0.0094,27646,R,0,1,100,@CoryGardner,@SenCoryGardner,24222,NA,0,1,1,0,CO-Se
416,John Hickenlooper,CO-Sen02,-0.93,-0.95,-0.93,0.22,CO-Sen02-hickenlooper_john-,0,0,0,NA,-0.870059059,0.5,-0.93,0.017,10654,-0.95,0.0088,36344,D,0,0,58.8,@Hickenlooper,@SenatorHick,215696,NA,0,0,1,0,CO-Se
417,Michael Bennet,CO-Sen03,-0.78,-0.78,NA,1,CO-Sen03-bennet_michael-,0,0,0,-0.736072461,-0.736072461,0.5,NA,NA,NA,-0.78,0.0096,32485,D,0,1,NA,@MichaelBennet,@SenatorBennet,NA,NA,0,0,0,0,CO-Se
418,Jim Griffin,CT-01,NA,NA,NA,NA,CT-01-griffin_jim-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,42.6,NA,NA,NA,NA,1,1,0,0,CT-01
419,John Larson,CT-01,-0.71,-0.78,-0.64,0.5,CT-01-larson_john-,0,0,0,-0.786070783,-0.786070783,0.5,-0.64,0.0379,2177,-0.78,0.0106,25543,D,0,1,100,@JohnLarsonCT,@RepJohnLarson,3017,NA,1,0,1,0,CT-01
420,Mary Fay,CT-01,0.91,1.31,0.84,0.16,CT-01-fay_mary-,0,0,0,NA,1.034735001,0.5,0.84,0.0519,708,1.31,0.0394,1533,R,0,0,57.4,@Fay4Congress,NA,NA,NA,1,1,1,0,CT-01
421,Joe Courtney,CT-02,-0.34,-0.31,-0.55,0.86,CT-02-courtney_joe-,0,0,0,-0.79476358,-0.79476358,0.5,-0.55,0.1105,272,-0.31,0.0116,19303,D,0,1,100,@JoeCourtneyCT,@RepJoeCourtney,1465,NA,1,0,1,0,CT-02
422,Justin Anderson,CT-02,1.04,NA,1.04,0,CT-02-anderson_justin-,0,0,0,NA,1.034735001,0.5,1.04,0.0476,1020,NA,NA,NA,R,0,0,50.2,NA,NA,NA,NA,1,1,1,0,CT-02
423,Tommy Gilmer,CT-02,1.19,NA,1.19,0,CT-02-gilmer_tommy-,0,0,0,NA,1.034735001,0.5,1.19,0.0585,506,NA,NA,NA,R,0,0,49.8,@Gilmerforhouse,NA,NA,NA,1,1,0,0,CT-02
424,Margaret Streicker,CT-03,0.99,1.31,0.86,0.29,CT-03-streicker_margaret-,0,0,0,NA,1.034735001,0.5,0.86,0.0607,664,1.31,0.0288,3203,R,0,0,100,@ForStreicker,NA,NA,NA,1,1,1,0,CT-03
425,Rosa DeLauro,CT-03,-0.9,-1.03,-0.8,0.42,CT-03-delauro_rosa-,0,0,0,-0.864803381,-0.864803381,0.5,-0.8,0.0403,1880,-1.03,0.0132,16125,D,0,1,100,@Rosa_DeLauro,@rosadelauro,5235,NA,1,0,1,0,CT-03
426,Jim Himes,CT-04,-0.82,-1.23,-0.73,0.19,CT-04-himes_jim-,0,0,0,-0.721332298,-0.721332298,0.5,-0.73,0.0292,3975,-1.23,0.0165,10845,D,0,1,100,NA,@jahimes,NA,110773,1,0,1,0,CT-04
427,Jonathan Riddle,CT-04,0.99,1.57,0.97,0.03,CT-04-riddle_jonathan-,0,0,0,NA,1.034735001,0.5,0.97,0.0322,1894,1.57,0.0473,720,R,0,0,100,@riddlecongress,NA,231,NA,1,1,1,0,CT-04
428,T. J. Elgin,CT-04,NA,NA,NA,NA,CT-04-elgin_tj-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,0,NA,NA,NA,NA,1,1,0,0,CT-04
429,David Sullivan,CT-05,0.93,1.2,0.82,0.29,CT-05-sullivan_david-,0,0,0,NA,1.034735001,0.5,0.82,0.0425,963,1.2,0.0225,4575,R,0,0,100,@DavidXSullivan,NA,904,NA,1,1,1,0,CT-05
430,Jahana Hayes,CT-05,-0.68,-0.52,-0.86,0.54,CT-05-hayes_jahana-,0,0,0,-0.845851824,-0.845851824,0.5,-0.86,0.036,2199,-0.52,0.0098,30841,D,0,1,100,@JahanaHayesCT,@RepJahanaHayes,41932,NA,1,0,1,0,CT-05
431,Robert Hyde,CT-05,1.72,1.72,NA,1,CT-05-hyde_robert-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.72,0.0207,3655,R,0,0,0,@rfhyde1,NA,4151,NA,1,1,0,0,CT-05
432,Ruben Rodriguez,CT-05,1.3,1.3,NA,1,CT-05-rodriguez_ruben-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.3,0.0526,880,R,0,0,0,@RodriguezUS2020,NA,NA,NA,1,1,0,0,CT-05
433,Ryan Meehan,CT-05,NA,NA,NA,NA,CT-05-meehan_ryan-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,0,@RyanTMeehan,NA,NA,NA,1,1,0,0,CT-05
434,Christopher Murphy,CT-Sen01,NA,NA,NA,NA,CT-Sen01-murphy_christopher-,0,0,0,-0.827101842,-0.827101842,0.5,NA,NA,NA,NA,NA,NA,D,0,1,NA,@ChrisMurphyCT,@SenMurphyOffice,NA,NA,0,0,0,0,CT-Se
435,Richard Blumenthal,CT-Sen03,-1.29,-1.29,NA,1,CT-Sen03-blumenthal_richard-,0,0,0,-1.197880055,-1.197880055,0.5,NA,NA,NA,-1.29,0.0074,47661,D,0,1,NA,@DickBlumenthal,@SenBlumenthal,NA,NA,0,0,0,0,CT-Se
436,Lee Murphy,DE-00,1.04,1.44,0.94,0.21,DE-00-murphy_lee-,0,0,0,NA,1.034735001,0.5,0.94,0.063,460,1.44,0.0389,1397,R,0,0,73.8,@goMurph2020,NA,306,NA,1,1,1,0,DE-00
437,Lisa Blunt Rochester,DE-00,-0.79,-0.75,-0.98,0.83,DE-00-bluntrochester_lisa-,0,0,0,-0.908414368,-0.908414368,0.5,-0.98,0.1155,231,-0.75,0.0146,13722,D,0,1,100,@LisaBRochester,@RepLBR,6054,NA,1,0,1,0,DE-00
438,Matthew Morris,DE-00,NA,NA,NA,NA,DE-00-morris_matthew-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,26.2,NA,NA,NA,NA,1,1,0,0,DE-00
439,Thomas Carper,DE-Sen01,-0.84,-0.84,NA,1,DE-Sen01-carper_thomas-,0,0,1,-0.620620562,-0.620620562,0.5,NA,NA,NA,-0.84,0.0096,32584,D,0,1,NA,@TomCarperforDE,@SenatorCarper,NA,NA,0,0,0,0,DE-Se
440,Chris Coons,DE-Sen02,-0.88,-0.86,-0.95,0.77,DE-Sen02-coons_chris-,0,0,0,-0.73829269,-0.73829269,0.5,-0.95,0.0502,1074,-0.86,0.0082,43023,D,0,1,72.85,@ChrisCoonsforDE,@ChrisCoons,9218,NA,0,0,1,0,DE-Se
441,James DeMartino,DE-Sen02,1.26,1.06,1.28,0.09,DE-Sen02-demartino_james-,0,0,0,NA,1.034735001,0.5,1.28,0.0464,795,1.06,0.0512,879,R,0,0,43.1,@JimDeMartino,NA,NA,NA,0,1,0,0,DE-Se
