row,candidate,stateDist,avgIdeal,idealTwitter,idealWeb,twWeight,candStem,liberal,conservative,moderate,thetaExternal,thetaStart,sigmaStart,idealWebLibcon,seThetaWebLibcon,wordCountWebLibcon,idealTwitterLibcon,seThetaTwitterLibcon,wordCountTwitterLibcon,party,partyLeader,incumbent,primaryPct,screenName,officialScreenName,followersCampaign,followersOfficial,house,rep,generalElec,generalElecJungle,district
442,Jess Scarane,DE-Sen02,-1.47,-1.45,-1.49,0.52,DE-Sen02-scarane_jess-,1,0,0,-1.657822485,-1.657822485,0.5,-1.49,0.0243,2212,-1.45,0.0084,28443,D,0,0,27.15,@JessforDelaware,NA,NA,NA,0,0,0,0,DE-Se
443,Lauren Witzke,DE-Sen02,1.2,NA,1.2,0,DE-Sen02-witzke_lauren-,0,0,0,NA,1.034735001,0.5,1.2,0.0444,921,NA,NA,NA,R,0,0,56.9,@WitzkeforDE,NA,NA,NA,0,1,1,0,DE-Se
444,Scott Walker,DE-Sen02,NA,NA,NA,NA,DE-Sen02-walker_scott-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,0,NA,NA,NA,NA,0,0,0,0,DE-Se
445,Chase Romagnano,FL-01,NA,NA,NA,NA,FL-01-romagnano_chase-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,0,NA,NA,NA,NA,1,1,0,0,FL-01
446,Cheryl Howard,FL-01,-1.05,NA,-1.05,0,FL-01-howard_cheryl-,0,0,0,NA,-0.870059059,0.5,-1.05,0.0982,315,NA,NA,NA,D,0,0,0,NA,NA,NA,NA,1,0,0,0,FL-01
447,Gregory Merk,FL-01,1.27,NA,1.27,0,FL-01-merk_gregory-,0,0,0,NA,1.034735001,0.5,1.27,0.0846,274,NA,NA,NA,R,0,0,9.5,@MerkGregory,NA,NA,NA,1,1,0,0,FL-01
448,John Mills,FL-01,1.4,NA,1.4,0,FL-01-mills_john-,0,0,0,NA,1.034735001,0.5,1.4,0.0492,717,NA,NA,NA,R,0,0,9.6,NA,NA,NA,NA,1,1,0,0,FL-01
449,Matt Gaetz,FL-01,1.71,1.74,1.26,0.93,FL-01-gaetz_matt-,0,0,0,1.29054533,1.29054533,0.5,1.26,0.0867,255,1.74,0.0058,39660,R,0,1,80.9,@mattgaetz,@RepMattGaetz,803264,NA,1,1,1,0,FL-01
450,Phil Ehr,FL-01,-0.89,-1.07,-0.72,0.49,FL-01-ehr_phil-,0,0,0,NA,-0.870059059,0.5,-0.72,0.0468,1494,-1.07,0.0129,16716,D,0,0,100,@PhilEhr,NA,222998,NA,1,0,1,0,FL-01
451,Neal Dunn,FL-02,1.12,1,1.24,0.49,FL-02-dunn_neal-,0,0,0,1.149076952,1.149076952,0.5,1.24,0.0604,528,1,0.0207,5948,R,0,1,100,@DunnCampaign,@DrNealDunnFL2,NA,NA,1,1,1,0,FL-02
452,Adam Christensen,FL-03,-1.3,-1.46,-1.04,0.62,FL-03-christensen_adam-,0,0,0,NA,-0.870059059,0.5,-1.04,0.0374,1988,-1.46,0.0073,38366,D,0,0,34.5,@AC4Congress2020,NA,34767,NA,1,0,1,0,FL-03
453,Amy Pope Wells,FL-03,1.16,NA,1.16,0,FL-03-popewells_amy-,0,0,0,NA,1.034735001,0.5,1.16,0.0755,276,NA,NA,NA,R,0,0,4.1,@AmyCongress,NA,NA,NA,1,1,0,0,FL-03
454,Bill Engelbrecht,FL-03,1.67,1.67,NA,1,FL-03-engelbrecht_bill-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.67,0.031,1557,R,0,0,2.3,@Bill_4_Congress,NA,127,NA,1,1,0,0,FL-03
455,David Theus,FL-03,1.25,1.25,NA,1,FL-03-theus_david-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.25,0.0239,5096,R,0,0,2.2,@DavidTheus,NA,149,NA,1,1,0,0,FL-03
456,Gavin Rollins,FL-03,1.25,1.46,1.19,0.22,FL-03-rollins_gavin-,0,0,0,NA,1.034735001,0.5,1.19,0.0496,714,1.46,0.0277,2375,R,0,0,15.3,@gavinrollins,NA,615,NA,1,1,0,0,FL-03
457,James St. George,FL-03,1.31,1.3,1.32,0.28,FL-03-stgeorge_james-,0,0,0,NA,1.034735001,0.5,1.32,0.0711,302,1.3,0.0387,1378,R,0,0,14.1,@DrJamesStGeorge,NA,NA,NA,1,1,0,0,FL-03
458,Joseph Millado,FL-03,1.11,1.35,1.08,0.11,FL-03-millado_joseph-,0,0,0,NA,1.034735001,0.5,1.08,0.0722,355,1.35,0.0644,494,R,0,0,1.4,@JoeMilladoFL03,NA,66,NA,1,1,0,0,FL-03
459,Judson Sapp,FL-03,1.48,1.65,1.27,0.55,FL-03-sapp_judson-,0,0,0,NA,1.034735001,0.5,1.27,0.0688,335,1.65,0.0181,4774,R,0,0,20,@JudsonSapp,NA,13071,NA,1,1,0,0,FL-03
460,Kat Cammack,FL-03,1.13,1.17,1.1,0.43,FL-03-cammack_kat-,0,0,0,NA,1.034735001,0.5,1.1,0.0508,709,1.17,0.0192,6357,R,0,0,25.2,@Kat_Cammack,@RepKatCammack,12542,NA,1,1,1,0,FL-03
461,Kent Guinn,FL-03,NA,NA,NA,NA,FL-03-guinn_kent-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,0,@KentGuinnFL,NA,NA,NA,1,1,0,0,FL-03
462,Matthew Raines,FL-03,1.87,1.87,NA,1,FL-03-raines_matthew-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.87,0.0204,2779,R,0,0,0,@Raines4the3rd,NA,NA,NA,1,1,0,0,FL-03
463,Philip Dodds,FL-03,-0.65,NA,-0.65,0,FL-03-dodds_philip-,0,0,0,NA,-0.870059059,0.5,-0.65,0.0456,1506,NA,NA,NA,D,0,0,32.3,NA,NA,NA,NA,1,0,0,0,FL-03
464,Richard Rowe,FL-03,-0.86,-1.55,-0.77,0.12,FL-03-rowe_richard-,0,0,0,NA,-0.870059059,0.5,-0.77,0.0273,5307,-1.55,0.0158,8265,D,0,0,0,@ReforgeAmerica,NA,8664,NA,1,0,0,0,FL-03
465,Ryan Chamberlin,FL-03,1.42,NA,1.42,0,FL-03-chamberlin_ryan-,0,0,0,NA,1.034735001,0.5,1.42,0.0751,325,NA,NA,NA,R,0,0,5.9,NA,NA,NA,NA,1,1,0,0,FL-03
466,Todd Chase,FL-03,1.18,NA,1.18,0,FL-03-chase_todd-,0,0,0,NA,1.034735001,0.5,1.18,0.0545,519,NA,NA,NA,R,0,0,9.5,@chaseforflorida,NA,NA,NA,1,1,0,0,FL-03
467,Tom Wells,FL-03,-1.31,-1.71,-1.22,0.19,FL-03-wells_tom-,0,0,0,NA,-0.870059059,0.5,-1.22,0.0494,1110,-1.71,0.022,3072,D,0,0,33.2,@TomWells2020,NA,1911,NA,1,0,0,0,FL-03
468,Andrew Saltman,FL-04,NA,NA,NA,NA,FL-04-saltman_andrew-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,0,NA,NA,NA,NA,1,1,0,0,FL-04
469,Christopher Eagle,FL-04,NA,NA,NA,NA,FL-04-eagle_christopher-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,0,@VoteEagle2020,NA,NA,NA,1,0,0,0,FL-04
470,Donna Deegan,FL-04,-0.74,-0.94,-0.58,0.44,FL-04-deegan_donna-,0,0,0,NA,-0.870059059,0.5,-0.58,0.0547,1105,-0.94,0.0172,10291,D,0,0,100,@DonnaDeegan,NA,13928,NA,1,0,1,0,FL-04
471,Erick Aguilar,FL-04,1.38,1.58,1.23,0.42,FL-04-aguilar_erick-,0,0,0,NA,1.034735001,0.5,1.23,0.048,923,1.58,0.0141,7956,R,0,0,19.8,@ErickAguilarJAX,NA,3982,NA,1,1,0,0,FL-04
472,Gary Koniz,FL-04,1.05,NA,1.05,0,FL-04-koniz_gary-,0,0,0,NA,1.034735001,0.5,1.05,0.0114,21252,NA,NA,NA,R,0,0,0,NA,NA,NA,NA,1,1,0,0,FL-04
473,John Rutherford,FL-04,0.85,0.88,0.74,0.77,FL-04-rutherford_john-,0,0,0,0.919626181,0.919626181,0.5,0.74,0.0846,224,0.88,0.0164,8749,R,0,1,80.2,@JRutherfordFL,@RepRutherfordFL,1713,NA,1,1,1,0,FL-04
474,Monica DePaul,FL-04,NA,NA,NA,NA,FL-04-depaul_monica-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,0,@MonicaPDePaul,NA,NA,NA,1,0,0,0,FL-04
475,Robbi Gleichauf,FL-04,NA,NA,NA,NA,FL-04-gleichauf_robbi-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,0,NA,NA,NA,NA,1,1,0,0,FL-04
476,Al Lawson,FL-05,-0.78,-0.55,-1.06,0.54,FL-05-lawson_al-,0,0,0,-0.611384016,-0.611384016,0.5,-1.06,0.0663,743,-0.55,0.0175,10285,D,0,1,55.7,@AlLawsonJr,@RepAlLawsonJr,1439,NA,1,0,1,0,FL-05
477,Albert Chester,FL-05,-0.63,-0.87,-0.56,0.23,FL-05-chester_albert-,0,0,0,NA,-0.870059059,0.5,-0.56,0.0715,622,-0.87,0.0435,2142,D,0,0,25.9,@AlbertChester21,NA,NA,NA,1,0,0,0,FL-05
478,Gary Adler,FL-05,0.8,1.34,0.75,0.08,FL-05-adler_gary-,0,0,0,NA,1.034735001,0.5,0.75,0.0714,297,1.34,0.0837,323,R,0,0,52.1,@ElectAdler,NA,NA,NA,1,1,1,0,FL-05
479,LJ Holloway,FL-05,-1.1,-1.09,-1.1,0.36,FL-05-holloway_lj-,0,0,0,NA,-0.870059059,0.5,-1.1,0.0846,397,-1.09,0.0349,2588,D,0,0,18.3,@Lj4CONGRESS,NA,114,NA,1,0,0,0,FL-05
480,Matthew Lusk,FL-05,NA,NA,NA,NA,FL-05-lusk_matthew-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,0,NA,NA,NA,NA,1,1,0,0,FL-05
481,Roger Wagoner,FL-05,1.33,NA,1.33,0,FL-05-wagoner_roger-,0,0,0,NA,1.034735001,0.5,1.33,0.0599,404,NA,NA,NA,R,0,0,47.9,NA,NA,NA,NA,1,1,0,0,FL-05
482,Virginia Fuller,FL-05,1.29,1.3,1.29,0.01,FL-05-fuller_virginia-,0,0,0,NA,1.034735001,0.5,1.29,0.0361,1596,1.3,0.0882,263,R,0,0,0,@Florida_CD5,NA,NA,NA,1,1,0,0,FL-05
483,Clinton Curtis,FL-06,-0.77,-0.95,-0.75,0.08,FL-06-curtis_clinton-,0,0,0,NA,-0.870059059,0.5,-0.75,0.0471,1592,-0.95,0.0447,1648,D,0,0,51.5,@Clint4congress,NA,NA,NA,1,0,1,0,FL-06
484,Michael Waltz,FL-06,1.15,1.17,0.97,0.91,FL-06-waltz_michael-,0,0,0,0.860839867,0.860839867,0.5,0.97,0.0927,347,1.17,0.0071,43694,R,0,1,100,@michaelgwaltz,@RepWaltzPress,20649,NA,1,1,1,0,FL-06
485,Oscar Celico,FL-06,NA,NA,NA,NA,FL-06-celico_oscar-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,I,0,0,0,NA,NA,NA,NA,1,0,0,0,FL-06
486,Richard Thripp,FL-06,-0.95,NA,-0.95,0,FL-06-thripp_richard-,0,0,0,NA,-0.870059059,0.5,-0.95,0.0485,1414,NA,NA,NA,D,0,0,48.5,@richardxthripp,NA,NA,NA,1,0,0,0,FL-06
487,Samuel Adams,FL-06,NA,NA,NA,NA,FL-06-adams_samuel-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,L,0,0,0,NA,NA,NA,NA,1,0,0,0,FL-06
488,Armani Salado,FL-07,1.8,1.8,NA,1,FL-07-salado_armani-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.8,0.0061,40944,R,0,0,0,@historyofarmani,NA,NA,NA,1,1,0,0,FL-07
489,Janet Edwards,FL-07,NA,NA,NA,NA,FL-07-edwards_janet-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,0,NA,NA,NA,NA,1,1,0,0,FL-07
490,Leo Valentin,FL-07,1.18,1.22,1.13,0.55,FL-07-valentin_leo-,0,0,0,NA,1.034735001,0.5,1.13,0.0574,487,1.22,0.0194,7040,R,0,0,38.6,@drleovalentin,NA,2044,NA,1,1,1,0,FL-07
491,Mike Thibodeau,FL-07,NA,NA,NA,NA,FL-07-thibodeau_mike-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,0,@MikeT4Congress,NA,NA,NA,1,1,0,0,FL-07
492,Richard Goble,FL-07,1.31,1.38,1.31,0.02,FL-07-goble_richard-,0,0,0,NA,1.034735001,0.5,1.31,0.0374,1301,1.38,0.0899,267,R,0,0,37.4,@Goble4Congress,NA,NA,NA,1,1,0,0,FL-07
493,Sandra Henry,FL-07,NA,NA,NA,NA,FL-07-henry_sandra-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,0,NA,NA,NA,NA,1,0,0,0,FL-07
494,Stephanie Murphy,FL-07,-0.39,-0.49,-0.32,0.4,FL-07-murphy_stephanie-,0,0,1,-0.343743216,-0.343743216,0.5,-0.32,0.026,3362,-0.49,0.0107,25954,D,0,1,100,@SMurphyCongress,@RepStephMurphy,6927,NA,1,0,1,0,FL-07
495,Stephen Bacon,FL-07,1.36,1.36,NA,1,FL-07-bacon_stephen-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.36,0.0843,255,R,0,0,0,@foramerworker,NA,NA,NA,1,1,0,0,FL-07
496,Yukong Zhao,FL-07,1.06,1.42,1.04,0.06,FL-07-zhao_yukong-,0,0,0,NA,1.034735001,0.5,1.04,0.0299,2378,1.42,0.0334,1665,R,0,0,24,@for_zhao,NA,NA,NA,1,1,0,0,FL-07
497,Bill Posey,FL-08,1.26,1.11,1.27,0.04,FL-08-posey_bill-,0,0,0,1.137512095,1.137512095,0.5,1.27,0.0311,1863,1.11,0.048,932,R,0,1,62.5,@PoseyCampaign,@congbillposey,NA,26770,1,1,1,0,FL-08
498,Hicham Ammi,FL-08,-0.86,-1.09,-0.85,0.03,FL-08-ammi_hicham-,0,0,0,NA,-0.870059059,0.5,-0.85,0.0663,813,-1.09,0.1071,250,D,0,0,0,@HichamAmmi,NA,2,NA,1,0,0,0,FL-08
499,Jason Williams,FL-08,NA,NA,NA,NA,FL-08-williams_jason-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,0,NA,NA,NA,NA,1,0,0,0,FL-08
500,Jim Kennedy,FL-08,-0.72,-0.78,-0.67,0.43,FL-08-kennedy_jim-,0,0,0,NA,-0.870059059,0.5,-0.67,0.0541,1206,-0.78,0.0176,10726,D,0,0,100,@JK4Florida,NA,17023,NA,1,0,1,0,FL-08
501,Scott Caine,FL-08,1.37,NA,1.37,0,FL-08-caine_scott-,0,0,0,NA,1.034735001,0.5,1.37,0.0537,743,NA,NA,NA,R,0,0,37.5,NA,NA,NA,NA,1,1,0,0,FL-08
502,Anthony Davila,FL-09,NA,NA,NA,NA,FL-09-davila_anthony-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,I,0,0,0,NA,NA,NA,NA,1,0,0,0,FL-09
503,Bill Olson,FL-09,1.12,NA,1.12,0,FL-09-olson_bill-,0,0,0,NA,1.034735001,0.5,1.12,0.0924,284,NA,NA,NA,R,0,0,48.7,NA,NA,NA,NA,1,1,1,0,FL-09
504,Christopher Wright,FL-09,1.22,NA,1.22,0,FL-09-wright_christopher-,0,0,0,NA,1.034735001,0.5,1.22,0.0683,397,NA,NA,NA,R,0,0,22.6,NA,NA,NA,NA,1,1,0,0,FL-09
505,Darren Soto,FL-09,-0.87,-0.89,-0.77,0.84,FL-09-soto_darren-,0,0,0,-0.842843167,-0.842843167,0.5,-0.77,0.0798,488,-0.89,0.0097,30701,D,0,1,100,@DarrenSoto,@RepDarrenSoto,5913,NA,1,0,1,0,FL-09
506,Gregory Andersen,FL-09,NA,NA,NA,NA,FL-09-andersen_gregory-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,I,0,0,0,NA,NA,NA,NA,1,0,0,0,FL-09
507,Hendrith Smith Jr.,FL-09,NA,NA,NA,NA,FL-09-smithjr_hendrith-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,0,@HendrithSmith,NA,242,NA,1,0,0,0,FL-09
508,John Christian Rallison,FL-09,NA,NA,NA,NA,FL-09-rallison_johnchristian-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,I,0,0,0,NA,NA,NA,NA,1,0,0,0,FL-09
509,Jose Castillo,FL-09,1.36,1.6,1.22,0.37,FL-09-castillo_jose-,0,0,0,NA,1.034735001,0.5,1.22,0.0539,604,1.6,0.0191,4248,R,0,0,20.1,@JoseForFlorida,NA,1396,NA,1,1,0,0,FL-09
510,Sergio Ortiz,FL-09,1.43,1.55,1.37,0.33,FL-09-ortiz_sergio-,0,0,0,NA,1.034735001,0.5,1.37,0.0666,459,1.55,0.0288,2632,R,0,0,8.6,@fl9congress,NA,104,NA,1,1,0,0,FL-09
511,Kirk Troen,FL-10,NA,NA,NA,NA,FL-10-troen_kirk-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,0,@Troen4Congress,NA,NA,NA,1,1,0,0,FL-10
512,Val Demings,FL-10,-1.15,-1.14,-1.29,0.94,FL-10-demings_val-,0,0,0,-0.693949774,-0.693949774,0.5,-1.29,0.1046,219,-1.14,0.0081,41376,D,0,1,100,@val_demings,@RepValDemings,13397,NA,1,0,1,0,FL-10
513,Vennia Francois,FL-10,1.05,1.03,1.08,0.56,FL-10-francois_vennia-,0,0,0,NA,1.034735001,0.5,1.08,0.077,424,1.03,0.0206,6402,R,0,0,65,@Vennia4Congress,NA,3616,NA,1,1,1,0,FL-10
514,Willie Montague,FL-10,1.44,1.57,1.22,0.63,FL-10-montague_willie-,0,0,0,NA,1.034735001,0.5,1.22,0.0635,431,1.57,0.0143,8672,R,0,0,35,@RepMontague,NA,NA,NA,1,1,0,0,FL-10
515,Dana Cottrell,FL-11,-0.99,-1.01,-0.99,0.09,FL-11-cottrell_dana-,0,0,0,NA,-0.870059059,0.5,-0.99,0.0427,1868,-1.01,0.0375,2164,D,0,0,100,@DanaforCongress,NA,607,NA,1,0,1,0,FL-11
516,Daniel Webster,FL-11,1.11,1.11,NA,1,FL-11-webster_daniel-,0,0,0,1.165732932,1.165732932,0.5,NA,NA,NA,1.11,0.0298,2388,R,0,1,100,@WebsterCongress,@RepWebster,2144,NA,1,1,1,0,FL-11
517,James Henry,FL-11,NA,NA,NA,NA,FL-11-henry_james-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,0,NA,NA,NA,NA,1,0,0,0,FL-11
518,Jeff Rabinowitz,FL-11,NA,NA,NA,NA,FL-11-rabinowitz_jeff-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,0,NA,NA,NA,NA,1,0,0,0,FL-11
519,Timothy Devine,FL-11,NA,NA,NA,NA,FL-11-devine_timothy-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,0,NA,NA,NA,NA,1,1,0,0,FL-11
520,Gus Bilirakis,FL-12,0.58,0.58,NA,1,FL-12-bilirakis_gus-,0,0,0,0.895196649,0.895196649,0.5,NA,NA,NA,0.58,0.0171,8740,R,0,1,100,@Bilirakis,@RepGusBilirakis,NA,NA,1,1,1,0,FL-12
521,Kimberly Walker,FL-12,-0.84,-1.05,-0.77,0.24,FL-12-walker_kimberly-,0,0,0,NA,-0.870059059,0.5,-0.77,0.0545,1202,-1.05,0.0245,4546,D,0,0,100,@kw4congress,NA,715,NA,1,0,1,0,FL-12
522,Michael Knezevich,FL-12,NA,NA,NA,NA,FL-12-knezevich_michael-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,I,0,0,0,NA,NA,NA,NA,1,0,0,0,FL-12
523,Zachary Smith,FL-12,NA,NA,NA,NA,FL-12-smith_zachary-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,0,NA,NA,NA,NA,1,1,0,0,FL-12
524,Amanda Makki,FL-13,1.18,1.18,NA,1,FL-13-makki_amanda-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.18,0.0141,12697,R,0,0,28.3,@amandamakki,NA,2704,NA,1,1,0,0,FL-13
525,Anna Paulina Luna,FL-13,0.79,NA,0.79,0,FL-13-paulinaluna_anna-,0,0,0,NA,1.034735001,0.5,0.79,0.0843,234,NA,NA,NA,R,0,0,36.1,@realannapaulina,NA,238087,NA,1,1,1,0,FL-13
526,Charlie Crist,FL-13,-0.51,-0.51,NA,1,FL-13-crist_charlie-,0,0,0,-0.536745136,-0.536745136,0.5,NA,NA,NA,-0.51,0.0115,21194,D,0,1,100,@CharlieCrist,@RepCharlieCrist,33110,NA,1,0,1,0,FL-13
527,George Buck,FL-13,1.23,1.68,1.16,0.13,FL-13-buck_george-,0,0,0,NA,1.034735001,0.5,1.16,0.0684,395,1.68,0.046,714,R,0,0,25.8,@gbuck_jr,NA,1154,NA,1,1,0,0,FL-13
528,Matt Becker,FL-13,NA,NA,NA,NA,FL-13-becker_matt-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,0,NA,NA,NA,NA,1,1,0,0,FL-13
529,Nicholas Sacramento,FL-13,NA,NA,NA,NA,FL-13-sacramento_nicholas-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,0,NA,NA,NA,NA,1,1,0,0,FL-13
530,Sharon Newby,FL-13,1.08,NA,1.08,0,FL-13-newby_sharon-,0,0,0,NA,1.034735001,0.5,1.08,0.0658,509,NA,NA,NA,R,0,0,3,NA,NA,NA,NA,1,1,0,0,FL-13
531,Sheila Griffin,FL-13,1.13,NA,1.13,0,FL-13-griffin_sheila-,0,0,0,NA,1.034735001,0.5,1.13,0.0622,588,NA,NA,NA,R,0,0,6.8,@Votegriffin2020,NA,NA,NA,1,1,0,0,FL-13
532,Alix Toulme Jr.,FL-14,NA,NA,NA,NA,FL-14-toulmejr_alix-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,I,0,0,0,NA,NA,NA,NA,1,0,0,0,FL-14
533,Carlos Frontela,FL-14,NA,NA,NA,NA,FL-14-frontela_carlos-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,0,NA,NA,NA,NA,1,0,0,0,FL-14
534,Christine Quinn,FL-14,1.38,1.65,1.03,0.57,FL-14-quinn_christine-,0,0,0,NA,1.034735001,0.5,1.03,0.083,225,1.65,0.0211,3494,R,0,0,64.5,@ElectQuinn,NA,NA,NA,1,1,1,0,FL-14
535,Edgar Chase,FL-14,NA,NA,NA,NA,FL-14-chase_edgar-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,0,NA,NA,NA,NA,1,1,0,0,FL-14
536,Jeremy Brown,FL-14,1.21,NA,1.21,0,FL-14-brown_jeremy-,0,0,0,NA,1.034735001,0.5,1.21,0.0743,438,NA,NA,NA,R,0,0,0,NA,NA,NA,NA,1,1,0,0,FL-14
537,Kathy Castor,FL-14,-0.88,-0.92,-0.64,0.86,FL-14-castor_kathy-,0,0,0,-0.901743851,-0.901743851,0.5,-0.64,0.0787,579,-0.92,0.0083,43193,D,0,1,100,@KathyCastorFL,@USRepKCastor,2497,NA,1,0,1,0,FL-14
538,Paul Elliott,FL-14,NA,NA,NA,NA,FL-14-elliot_paul-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,35.5,NA,NA,NA,NA,1,1,0,0,FL-14
539,Robert Wunderlich Sr.,FL-14,NA,NA,NA,NA,FL-14-wunderlichsr_robert-,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,I,0,0,0,NA,NA,NA,NA,1,0,0,0,FL-14
540,Adam Hattersley,FL-15,-0.52,-0.51,-0.54,0.59,FL-15-hattersley_adam-,0,0,0,NA,-0.870059059,0.5,-0.54,0.0598,800,-0.51,0.0148,13749,D,0,0,33,@HattersleyforFL,NA,3172,NA,1,0,0,0,FL-15
541,Alan Cohn,FL-15,-0.92,-1,-0.9,0.23,FL-15-cohn_alan-,0,0,0,NA,-0.870059059,0.5,-0.9,0.0423,1772,-1,0.021,6196,D,0,0,41,@AlanMCohn,NA,NA,NA,1,0,1,0,FL-15
542,Jesse Philippe,FL-15,-0.95,-1.24,-0.83,0.3,FL-15-philippe_jesse-,0,0,0,NA,-0.870059059,0.5,-0.83,0.0901,340,-1.24,0.0378,1739,D,0,0,26,@JesseP4Congress,NA,305,NA,1,0,0,0,FL-15
543,Kel Britvec,FL-15,-1.32,-1.32,NA,1,FL-15-britvec_kel-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,-1.32,0.0474,1471,D,0,0,0,@KelBman50,NA,63,NA,1,0,0,0,FL-15
544,Loretta Miller,FL-15,-1.53,-1.53,NA,1,FL-15-miller_loretta-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,-1.53,0.0205,4826,D,0,0,0,@Leah2526,NA,NA,NA,1,0,0,0,FL-15
545,Roland McCoy,FL-15,NA,NA,NA,NA,FL-15-mccoy_roland-,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,D,0,0,0,NA,NA,NA,NA,1,0,0,0,FL-15
546,Ross Spano,FL-15,1.1,1.14,0.99,0.74,FL-15-spano_ross-,0,0,0,1.008495228,1.008495228,0.5,0.99,0.0695,399,1.14,0.0128,13426,R,0,1,48.8,@RossSpano,@RepRossSpano,5472,NA,1,1,0,0,FL-15
547,Scott Franklin,FL-15,1.16,1.14,1.16,0.06,FL-15-franklin_scott-,0,0,0,NA,1.034735001,0.5,1.16,0.0653,414,1.14,0.0863,305,R,0,0,51.2,@ScottFranklinFL,@RepFranklin,828,NA,1,1,1,0,FL-15
548,Jerry Milligan,FL-16,NA,NA,NA,NA,FL-16-milliganiii_jerry-,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,R,0,0,0,NA,NA,NA,NA,1,1,0,0,FL-16
549,Margaret Good,FL-16,-0.56,-0.63,-0.51,0.42,FL-16-good_margaret-,0,0,0,NA,-0.870059059,0.5,-0.51,0.067,579,-0.63,0.0242,4946,D,0,0,100,@GoodforFlorida,NA,13880,NA,1,0,1,0,FL-16
550,Vern Buchanan,FL-16,0.79,0.78,0.81,0.55,FL-16-buchanan_vern-,0,0,1,0.763925458,0.763925458,0.5,0.81,0.056,545,0.78,0.0177,7950,R,0,1,100,@Vern2014,@VernBuchanan,NA,NA,1,1,1,0,FL-16
551,Allen Ellison,FL-17,-0.95,-1.11,-0.74,0.58,FL-17-ellison_allen-,0,0,0,NA,-0.870059059,0.5,-0.74,0.0578,1007,-1.11,0.0134,16254,D,0,0,100,@AllenLEllison,NA,13930,NA,1,0,1,0,FL-17
552,Greg Steube,FL-17,1.41,1.41,NA,1,FL-17-steube_greg-,0,0,0,1.361654735,1.361654735,0.5,NA,NA,NA,1.41,0.0105,15921,R,0,1,100,@gregsteube,@RepGregSteube,8299,NA,1,1,1,0,FL-17
553,Theodore Murray,FL-17,0.52,0.52,NA,1,FL-17-murray_theodore-,0,0,0,NA,0,0.5,NA,NA,NA,0.52,0.0525,6040,I,0,0,0,@tedmurr91215930,NA,NA,NA,1,0,1,0,FL-17
